#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
       71502     2.61475     2.61465  4.4565e-06
       71503     2.61464     2.61465 4.45643e-06
       71504     2.61454     2.61465 4.45637e-06
       71505     2.61444     2.61465 4.45631e-06
       71506     2.61435     2.61465 4.45625e-06
       71507     2.61426     2.61465 4.45619e-06
       71508     2.61419     2.61465 4.45613e-06
       71509     2.61412     2.61465 4.45608e-06
       71510     2.61407     2.61465 4.45602e-06
       71511     2.61402     2.61465 4.45597e-06
       71512     2.61398     2.61465 4.45592e-06
       71513     2.61396     2.61465 4.45586e-06
       71514     2.61394     2.61465 4.45581e-06
       71515     2.61393     2.61465 4.45576e-06
       71516     2.61392     2.61465 4.45571e-06
       71517     2.61393     2.61465 4.45566e-06
       71518     2.61393     2.61465 4.45561e-06
       71519     2.61395     2.61465 4.45556e-06
       71520     2.61396     2.61465 4.45551e-06
       71521     2.61399     2.61465 4.45545e-06
       71522     2.61401     2.61465  4.4554e-06
       71523     2.61405     2.61465 4.45535e-06
       71524     2.61409     2.61465 4.45529e-06
       71525     2.61413     2.61465 4.45524e-06
       71526     2.61417     2.61465 4.45518e-06
       71527     2.61422     2.61465 4.45512e-06
       71528     2.61427     2.61465 4.45506e-06
       71529     2.61432     2.61465   4.455e-06
       71530     2.61437     2.61465 4.45494e-06
       71531     2.61442     2.61465 4.45488e-06
       71532     2.61448     2.61465 4.45482e-06
       71533     2.61453     2.61465 4.45476e-06
       71534     2.61458     2.61465 4.45469e-06
       71535     2.61463     2.61465 4.45463e-06
       71536     2.61468     2.61465 4.45457e-06
       71537     2.61473     2.61465 4.45451e-06
       71538     2.61478     2.61465 4.45445e-06
       71539     2.61482     2.61465 4.45438e-06
       71540     2.61485     2.61465 4.45432e-06
       71541     2.61488     2.61465 4.45426e-06
       71542     2.61491     2.61465  4.4542e-06
       71543     2.61493     2.61465 4.45414e-06
       71544     2.61494     2.61465 4.45408e-06
       71545     2.61495     2.61465 4.45402e-06
       71546     2.61495     2.61465 4.45396e-06
       71547     2.61494     2.61465  4.4539e-06
       71548     2.61492     2.61465 4.45384e-06
       71549     2.61489     2.61465 4.45378e-06
       71550     2.61486     2.61465 4.45372e-06
       71551     2.61482     2.61465 4.45365e-06
       71552     2.61478     2.61465 4.45359e-06
       71553     2.61472     2.61465 4.45353e-06
       71554     2.61465     2.61465 4.45347e-06
       71555     2.61459     2.61465 4.45341e-06
       71556     2.61453     2.61465 4.45334e-06
       71557     2.61446     2.61465 4.45328e-06
       71558     2.61438     2.61465 4.45322e-06
       71559      2.6143     2.61465 4.45316e-06
       71560     2.61423     2.61465  4.4531e-06
       71561     2.61416     2.61465 4.45305e-06
       71562     2.61409     2.61465 4.45299e-06
       71563     2.61402     2.61465 4.45294e-06
       71564     2.61396     2.61465 4.45289e-06
       71565     2.61391     2.61465 4.45284e-06
       71566     2.61386     2.61465 4.45279e-06
       71567     2.61383     2.61465 4.45274e-06
       71568     2.61379     2.61465 4.45269e-06
       71569     2.61376     2.61465 4.45265e-06
       71570     2.61375     2.61465 4.45261e-06
       71571     2.61374     2.61465 4.45256e-06
       71572     2.61374     2.61465 4.45252e-06
       71573     2.61375     2.61465 4.45247e-06
       71574     2.61376     2.61465 4.45243e-06
       71575     2.61378     2.61465 4.45238e-06
       71576     2.61381     2.61465 4.45234e-06
       71577     2.61384     2.61465 4.45229e-06
       71578     2.61388     2.61465 4.45224e-06
       71579     2.61392     2.61465 4.45219e-06
       71580     2.61396     2.61465 4.45214e-06
       71581     2.61401     2.61465 4.45208e-06
       71582     2.61407     2.61465 4.45203e-06
       71583     2.61414     2.61465 4.45197e-06
       71584      2.6142     2.61465 4.45192e-06
       71585     2.61427     2.61465 4.45186e-06
       71586     2.61433     2.61465  4.4518e-06
       71587      2.6144     2.61465 4.45174e-06
       71588     2.61447     2.61465 4.45167e-06
       71589     2.61454     2.61465 4.45161e-06
       71590     2.61462     2.61465 4.45155e-06
       71591     2.61469     2.61465 4.45149e-06
       71592     2.61477     2.61465 4.45143e-06
       71593     2.61485     2.61465 4.45136e-06
       71594     2.61492     2.61465  4.4513e-06
       71595       2.615     2.61465 4.45124e-06
       71596     2.61508     2.61465 4.45119e-06
       71597     2.61515     2.61465 4.45113e-06
       71598     2.61523     2.61465 4.45107e-06
       71599      2.6153     2.61465 4.45102e-06
       71600     2.61538     2.61465 4.45097e-06
       71601     2.61546     2.61465 4.45092e-06
       71602     2.61553     2.61465 4.45088e-06
       71603      2.6156     2.61465 4.45084e-06
       71604     2.61567     2.61465  4.4508e-06
       71605     2.61573     2.61465 4.45076e-06
       71606     2.61579     2.61465 4.45073e-06
       71607     2.61585     2.61465  4.4507e-06
       71608      2.6159     2.61465 4.45067e-06
       71609     2.61594     2.61465 4.45064e-06
       71610     2.61597     2.61465 4.45062e-06
       71611       2.616     2.61465  4.4506e-06
       71612     2.61602     2.61465 4.45057e-06
       71613     2.61603     2.61465 4.45055e-06
       71614     2.61603     2.61465 4.45053e-06
       71615     2.61602     2.61465 4.45051e-06
       71616       2.616     2.61465 4.45049e-06
       71617     2.61596     2.61465 4.45047e-06
       71618     2.61592     2.61465 4.45044e-06
       71619     2.61586     2.61465 4.45041e-06
       71620     2.61579     2.61465 4.45037e-06
       71621     2.61571     2.61465 4.45034e-06
       71622     2.61562     2.61465  4.4503e-06
       71623     2.61552     2.61465 4.45025e-06
       71624     2.61541     2.61465  4.4502e-06
       71625     2.61529     2.61465 4.45015e-06
       71626     2.61517     2.61465 4.45009e-06
       71627     2.61503     2.61465 4.45003e-06
       71628      2.6149     2.61465 4.44997e-06
       71629     2.61476     2.61465 4.44991e-06
       71630     2.61462     2.61465 4.44985e-06
       71631     2.61448     2.61465 4.44979e-06
       71632     2.61435     2.61465 4.44973e-06
       71633     2.61422     2.61465 4.44967e-06
       71634      2.6141     2.61465 4.44961e-06
       71635     2.61398     2.61465 4.44956e-06
       71636     2.61387     2.61465 4.44951e-06
       71637     2.61377     2.61465 4.44947e-06
       71638     2.61369     2.61465 4.44942e-06
       71639     2.61361     2.61465 4.44939e-06
       71640     2.61354     2.61465 4.44935e-06
       71641     2.61348     2.61465 4.44932e-06
       71642     2.61344     2.61465 4.44929e-06
       71643      2.6134     2.61465 4.44926e-06
       71644     2.61337     2.61465 4.44924e-06
       71645     2.61336     2.61465 4.44921e-06
       71646     2.61335     2.61465 4.44919e-06
       71647     2.61335     2.61465 4.44916e-06
       71648     2.61336     2.61465 4.44913e-06
       71649     2.61337     2.61465 4.44911e-06
       71650     2.61339     2.61465 4.44908e-06
       71651     2.61341     2.61465 4.44905e-06
       71652     2.61344     2.61465 4.44902e-06
       71653     2.61348     2.61465 4.44899e-06
       71654     2.61351     2.61465 4.44896e-06
       71655     2.61354     2.61465 4.44892e-06
       71656     2.61358     2.61465 4.44888e-06
       71657     2.61362     2.61465 4.44885e-06
       71658     2.61366     2.61465 4.44881e-06
       71659      2.6137     2.61465 4.44876e-06
       71660     2.61375     2.61465 4.44872e-06
       71661     2.61379     2.61465 4.44867e-06
       71662     2.61383     2.61465 4.44863e-06
       71663     2.61387     2.61465 4.44858e-06
       71664     2.61391     2.61465 4.44853e-06
       71665     2.61394     2.61465 4.44848e-06
       71666     2.61398     2.61465 4.44842e-06
       71667       2.614     2.61465 4.44837e-06
       71668     2.61403     2.61465 4.44832e-06
       71669     2.61406     2.61465 4.44826e-06
       71670     2.61408     2.61465 4.44821e-06
       71671      2.6141     2.61465 4.44815e-06
       71672     2.61413     2.61465  4.4481e-06
       71673     2.61415     2.61465 4.44804e-06
       71674     2.61417     2.61465 4.44798e-06
       71675     2.61419     2.61465 4.44793e-06
       71676      2.6142     2.61465 4.44787e-06
       71677     2.61421     2.61465 4.44781e-06
       71678     2.61423     2.61465 4.44775e-06
       71679     2.61425     2.61465 4.44769e-06
       71680     2.61426     2.61465 4.44764e-06
       71681     2.61427     2.61465 4.44758e-06
       71682     2.61428     2.61465 4.44752e-06
       71683     2.61429     2.61465 4.44746e-06
       71684      2.6143     2.61465  4.4474e-06
       71685     2.61431     2.61465 4.44734e-06
       71686     2.61431     2.61465 4.44728e-06
       71687     2.61431     2.61465 4.44722e-06
       71688     2.61432     2.61465 4.44716e-06
       71689     2.61433     2.61465  4.4471e-06
       71690     2.61434     2.61465 4.44704e-06
       71691     2.61435     2.61465 4.44698e-06
       71692     2.61436     2.61465 4.44692e-06
       71693     2.61437     2.61465 4.44686e-06
       71694     2.61438     2.61465  4.4468e-06
       71695      2.6144     2.61465 4.44674e-06
       71696     2.61441     2.61465 4.44668e-06
       71697     2.61443     2.61465 4.44662e-06
       71698     2.61445     2.61465 4.44656e-06
       71699     2.61447     2.61465  4.4465e-06
       71700     2.61449     2.61465 4.44643e-06
       71701     2.61451     2.61465 4.44637e-06
       71702     2.61453     2.61465 4.44631e-06
       71703     2.61455     2.61465 4.44625e-06
       71704     2.61458     2.61465 4.44619e-06
       71705     2.61461     2.61465 4.44613e-06
       71706     2.61464     2.61465 4.44606e-06
       71707     2.61467     2.61465   4.446e-06
       71708     2.61471     2.61465 4.44594e-06
       71709     2.61474     2.61465 4.44588e-06
       71710     2.61477     2.61465 4.44582e-06
       71711      2.6148     2.61465 4.44575e-06
       71712     2.61483     2.61465 4.44569e-06
       71713     2.61487     2.61465 4.44563e-06
       71714     2.61491     2.61465 4.44557e-06
       71715     2.61494     2.61465 4.44551e-06
       71716     2.61498     2.61465 4.44545e-06
       71717     2.61502     2.61465 4.44539e-06
       71718     2.61506     2.61465 4.44533e-06
       71719      2.6151     2.61465 4.44528e-06
       71720     2.61514     2.61465 4.44522e-06
       71721     2.61518     2.61465 4.44516e-06
       71722     2.61522     2.61465 4.44511e-06
       71723     2.61526     2.61465 4.44506e-06
       71724      2.6153     2.61465   4.445e-06
       71725     2.61533     2.61465 4.44495e-06
       71726     2.61537     2.61465  4.4449e-06
       71727      2.6154     2.61465 4.44485e-06
       71728     2.61543     2.61465  4.4448e-06
       71729     2.61545     2.61465 4.44475e-06
       71730     2.61548     2.61465 4.44471e-06
       71731      2.6155     2.61465 4.44466e-06
       71732     2.61552     2.61465 4.44461e-06
       71733     2.61555     2.61465 4.44457e-06
       71734     2.61557     2.61465 4.44453e-06
       71735     2.61559     2.61465 4.44448e-06
       71736     2.61561     2.61465 4.44444e-06
       71737     2.61563     2.61465  4.4444e-06
       71738     2.61565     2.61465 4.44436e-06
       71739     2.61567     2.61465 4.44432e-06
       71740     2.61568     2.61465 4.44428e-06
       71741     2.61569     2.61465 4.44424e-06
       71742     2.61571     2.61465 4.44421e-06
       71743     2.61573     2.61465 4.44417e-06
       71744     2.61575     2.61465 4.44413e-06
       71745     2.61576     2.61465  4.4441e-06
       71746     2.61579     2.61465 4.44406e-06
       71747     2.61581     2.61465 4.44403e-06
       71748     2.61583     2.61465   4.444e-06
       71749     2.61585     2.61465 4.44397e-06
       71750     2.61587     2.61465 4.44394e-06
       71751     2.61589     2.61465 4.44391e-06
       71752     2.61591     2.61465 4.44388e-06
       71753     2.61593     2.61465 4.44386e-06
       71754     2.61595     2.61465 4.44383e-06
       71755     2.61596     2.61465 4.44381e-06
       71756     2.61596     2.61465 4.44378e-06
       71757     2.61596     2.61465 4.44376e-06
       71758     2.61595     2.61465 4.44373e-06
       71759     2.61594     2.61465 4.44371e-06
       71760     2.61591     2.61465 4.44368e-06
       71761     2.61587     2.61465 4.44365e-06
       71762     2.61583     2.61465 4.44362e-06
       71763     2.61576     2.61465 4.44358e-06
       71764     2.61569     2.61465 4.44355e-06
       71765      2.6156     2.61465  4.4435e-06
       71766     2.61551     2.61465 4.44346e-06
       71767     2.61539     2.61465 4.44341e-06
       71768     2.61526     2.61465 4.44335e-06
       71769     2.61512     2.61465  4.4433e-06
       71770     2.61497     2.61465 4.44324e-06
       71771     2.61481     2.61465 4.44317e-06
       71772     2.61465     2.61465 4.44311e-06
       71773     2.61448     2.61465 4.44305e-06
       71774     2.61431     2.61465 4.44299e-06
       71775     2.61414     2.61465 4.44294e-06
       71776     2.61397     2.61465 4.44288e-06
       71777     2.61381     2.61465 4.44284e-06
       71778     2.61366     2.61465  4.4428e-06
       71779     2.61352     2.61465 4.44276e-06
       71780     2.61338     2.61465 4.44274e-06
       71781     2.61327     2.61465 4.44272e-06
       71782     2.61316     2.61465  4.4427e-06
       71783     2.61307     2.61465  4.4427e-06
       71784       2.613     2.61465 4.44269e-06
       71785     2.61295     2.61465  4.4427e-06
       71786     2.61292     2.61465  4.4427e-06
       71787      2.6129     2.61465  4.4427e-06
       71788     2.61291     2.61465 4.44271e-06
       71789     2.61293     2.61465 4.44271e-06
       71790     2.61297     2.61465 4.44271e-06
       71791     2.61303     2.61465 4.44271e-06
       71792      2.6131     2.61465  4.4427e-06
       71793     2.61318     2.61465 4.44268e-06
       71794     2.61327     2.61465 4.44266e-06
       71795     2.61337     2.61465 4.44264e-06
       71796     2.61348     2.61465 4.44261e-06
       71797      2.6136     2.61465 4.44257e-06
       71798     2.61373     2.61465 4.44252e-06
       71799     2.61386     2.61465 4.44248e-06
       71800       2.614     2.61465 4.44242e-06
       71801     2.61414     2.61465 4.44237e-06
       71802     2.61428     2.61465 4.44231e-06
       71803     2.61442     2.61465 4.44225e-06
       71804     2.61456     2.61465 4.44219e-06
       71805      2.6147     2.61465 4.44212e-06
       71806     2.61484     2.61465 4.44206e-06
       71807     2.61498     2.61465   4.442e-06
       71808      2.6151     2.61465 4.44195e-06
       71809     2.61523     2.61465 4.44189e-06
       71810     2.61534     2.61465 4.44184e-06
       71811     2.61546     2.61465 4.44179e-06
       71812     2.61556     2.61465 4.44175e-06
       71813     2.61565     2.61465 4.44171e-06
       71814     2.61574     2.61465 4.44167e-06
       71815     2.61582     2.61465 4.44164e-06
       71816     2.61589     2.61465 4.44161e-06
       71817     2.61595     2.61465 4.44159e-06
       71818       2.616     2.61465 4.44156e-06
       71819     2.61603     2.61465 4.44154e-06
       71820     2.61606     2.61465 4.44152e-06
       71821     2.61608     2.61465 4.44151e-06
       71822     2.61608     2.61465 4.44149e-06
       71823     2.61608     2.61465 4.44147e-06
       71824     2.61606     2.61465 4.44145e-06
       71825     2.61603     2.61465 4.44143e-06
       71826     2.61599     2.61465 4.44141e-06
       71827     2.61593     2.61465 4.44138e-06
       71828     2.61588     2.61465 4.44136e-06
       71829     2.61581     2.61465 4.44132e-06
       71830     2.61573     2.61465 4.44129e-06
       71831     2.61565     2.61465 4.44125e-06
       71832     2.61556     2.61465  4.4412e-06
       71833     2.61546     2.61465 4.44115e-06
       71834     2.61536     2.61465  4.4411e-06
       71835     2.61526     2.61465 4.44105e-06
       71836     2.61515     2.61465 4.44099e-06
       71837     2.61504     2.61465 4.44094e-06
       71838     2.61494     2.61465 4.44088e-06
       71839     2.61483     2.61465 4.44081e-06
       71840     2.61472     2.61465 4.44075e-06
       71841     2.61462     2.61465 4.44069e-06
       71842     2.61452     2.61465 4.44063e-06
       71843     2.61443     2.61465 4.44057e-06
       71844     2.61434     2.61465 4.44051e-06
       71845     2.61426     2.61465 4.44045e-06
       71846     2.61419     2.61465 4.44039e-06
       71847     2.61412     2.61465 4.44034e-06
       71848     2.61406     2.61465 4.44028e-06
       71849     2.61401     2.61465 4.44023e-06
       71850     2.61396     2.61465 4.44018e-06
       71851     2.61392     2.61465 4.44013e-06
       71852     2.61389     2.61465 4.44008e-06
       71853     2.61386     2.61465 4.44003e-06
       71854     2.61385     2.61465 4.43998e-06
       71855     2.61384     2.61465 4.43994e-06
       71856     2.61383     2.61465 4.43989e-06
       71857     2.61384     2.61465 4.43984e-06
       71858     2.61385     2.61465  4.4398e-06
       71859     2.61386     2.61465 4.43975e-06
       71860     2.61387     2.61465  4.4397e-06
       71861      2.6139     2.61465 4.43965e-06
       71862     2.61392     2.61465  4.4396e-06
       71863     2.61395     2.61465 4.43955e-06
       71864     2.61398     2.61465  4.4395e-06
       71865     2.61401     2.61465 4.43944e-06
       71866     2.61404     2.61465 4.43939e-06
       71867     2.61407     2.61465 4.43934e-06
       71868     2.61411     2.61465 4.43928e-06
       71869     2.61414     2.61465 4.43922e-06
       71870     2.61417     2.61465 4.43917e-06
       71871     2.61421     2.61465 4.43911e-06
       71872     2.61424     2.61465 4.43905e-06
       71873     2.61427     2.61465 4.43899e-06
       71874     2.61429     2.61465 4.43893e-06
       71875     2.61431     2.61465 4.43888e-06
       71876     2.61434     2.61465 4.43882e-06
       71877     2.61437     2.61465 4.43876e-06
       71878     2.61438     2.61465  4.4387e-06
       71879     2.61439     2.61465 4.43864e-06
       71880     2.61441     2.61465 4.43857e-06
       71881     2.61442     2.61465 4.43851e-06
       71882     2.61443     2.61465 4.43845e-06
       71883     2.61444     2.61465 4.43839e-06
       71884     2.61445     2.61465 4.43833e-06
       71885     2.61445     2.61465 4.43827e-06
       71886     2.61445     2.61465 4.43821e-06
       71887     2.61445     2.61465 4.43815e-06
       71888     2.61445     2.61465 4.43809e-06
       71889     2.61445     2.61465 4.43803e-06
       71890     2.61445     2.61465 4.43797e-06
       71891     2.61445     2.61465 4.43791e-06
       71892     2.61444     2.61465 4.43785e-06
       71893     2.61444     2.61465 4.43778e-06
       71894     2.61444     2.61465 4.43772e-06
       71895     2.61443     2.61465 4.43766e-06
       71896     2.61443     2.61465  4.4376e-06
       71897     2.61443     2.61465 4.43754e-06
       71898     2.61442     2.61465 4.43748e-06
       71899     2.61442     2.61465 4.43742e-06
       71900     2.61441     2.61465 4.43736e-06
       71901     2.61441     2.61465  4.4373e-06
       71902     2.61441     2.61465 4.43724e-06
       71903     2.61441     2.61465 4.43718e-06
       71904     2.61441     2.61465 4.43712e-06
       71905     2.61441     2.61465 4.43706e-06
       71906     2.61441     2.61465   4.437e-06
       71907     2.61442     2.61465 4.43694e-06
       71908     2.61442     2.61465 4.43688e-06
       71909     2.61442     2.61465 4.43682e-06
       71910     2.61442     2.61465 4.43676e-06
       71911     2.61443     2.61465 4.43669e-06
       71912     2.61444     2.61465 4.43663e-06
       71913     2.61445     2.61465 4.43657e-06
       71914     2.61446     2.61465 4.43651e-06
       71915     2.61447     2.61465 4.43645e-06
       71916     2.61448     2.61465 4.43639e-06
       71917     2.61449     2.61465 4.43633e-06
       71918     2.61449     2.61465 4.43627e-06
       71919      2.6145     2.61465 4.43621e-06
       71920     2.61451     2.61465 4.43615e-06
       71921     2.61452     2.61465 4.43608e-06
       71922     2.61453     2.61465 4.43602e-06
       71923     2.61454     2.61465 4.43596e-06
       71924     2.61455     2.61465  4.4359e-06
       71925     2.61456     2.61465 4.43584e-06
       71926     2.61457     2.61465 4.43578e-06
       71927     2.61458     2.61465 4.43572e-06
       71928     2.61459     2.61465 4.43565e-06
       71929      2.6146     2.61465 4.43559e-06
       71930     2.61461     2.61465 4.43553e-06
       71931     2.61462     2.61465 4.43547e-06
       71932     2.61463     2.61465 4.43541e-06
       71933     2.61464     2.61465 4.43535e-06
       71934     2.61465     2.61465 4.43528e-06
       71935     2.61465     2.61465 4.43522e-06
       71936     2.61465     2.61465 4.43516e-06
       71937     2.61465     2.61465  4.4351e-06
       71938     2.61465     2.61465 4.43504e-06
       71939     2.61466     2.61465 4.43498e-06
       71940     2.61466     2.61465 4.43491e-06
       71941     2.61464     2.61465 4.43485e-06
       71942     2.61464     2.61465 4.43479e-06
       71943     2.61464     2.61465 4.43473e-06
       71944     2.61463     2.61465 4.43467e-06
       71945     2.61462     2.61465 4.43461e-06
       71946     2.61461     2.61465 4.43454e-06
       71947      2.6146     2.61465 4.43448e-06
       71948      2.6146     2.61465 4.43442e-06
       71949     2.61458     2.61465 4.43436e-06
       71950     2.61457     2.61465  4.4343e-06
       71951     2.61456     2.61465 4.43424e-06
       71952     2.61455     2.61465 4.43418e-06
       71953     2.61454     2.61465 4.43411e-06
       71954     2.61452     2.61465 4.43405e-06
       71955      2.6145     2.61465 4.43399e-06
       71956     2.61449     2.61465 4.43393e-06
       71957     2.61447     2.61465 4.43387e-06
       71958     2.61446     2.61465 4.43381e-06
       71959     2.61444     2.61465 4.43375e-06
       71960     2.61442     2.61465 4.43369e-06
       71961      2.6144     2.61465 4.43363e-06
       71962     2.61438     2.61465 4.43357e-06
       71963     2.61437     2.61465 4.43351e-06
       71964     2.61435     2.61465 4.43345e-06
       71965     2.61433     2.61465 4.43339e-06
       71966     2.61431     2.61465 4.43333e-06
       71967     2.61429     2.61465 4.43327e-06
       71968     2.61427     2.61465 4.43321e-06
       71969     2.61426     2.61465 4.43315e-06
       71970     2.61424     2.61465  4.4331e-06
       71971     2.61421     2.61465 4.43304e-06
       71972      2.6142     2.61465 4.43298e-06
       71973     2.61418     2.61465 4.43293e-06
       71974     2.61416     2.61465 4.43287e-06
       71975     2.61415     2.61465 4.43281e-06
       71976     2.61413     2.61465 4.43276e-06
       71977     2.61412     2.61465  4.4327e-06
       71978     2.61412     2.61465 4.43265e-06
       71979     2.61411     2.61465 4.43259e-06
       71980      2.6141     2.61465 4.43254e-06
       71981      2.6141     2.61465 4.43248e-06
       71982     2.61409     2.61465 4.43243e-06
       71983     2.61408     2.61465 4.43237e-06
       71984     2.61408     2.61465 4.43232e-06
       71985     2.61408     2.61465 4.43226e-06
       71986     2.61408     2.61465 4.43221e-06
       71987     2.61408     2.61465 4.43216e-06
       71988     2.61409     2.61465  4.4321e-06
       71989     2.61409     2.61465 4.43205e-06
       71990      2.6141     2.61465 4.43199e-06
       71991     2.61411     2.61465 4.43194e-06
       71992     2.61412     2.61465 4.43188e-06
       71993     2.61413     2.61465 4.43182e-06
       71994     2.61415     2.61465 4.43177e-06
       71995     2.61417     2.61465 4.43171e-06
       71996     2.61418     2.61465 4.43166e-06
       71997     2.61421     2.61465  4.4316e-06
       71998     2.61423     2.61465 4.43154e-06
       71999     2.61426     2.61465 4.43148e-06
       72000     2.61428     2.61465 4.43142e-06
       72001     2.61431     2.61465 4.43136e-06
       72002     2.61434     2.61465 4.43131e-06
       72003     2.61437     2.61465 4.43125e-06
       72004     2.61441     2.61465 4.43119e-06
       72005     2.61445     2.61465 4.43112e-06
       72006     2.61449     2.61465 4.43106e-06
       72007     2.61453     2.61465   4.431e-06
       72008     2.61458     2.61465 4.43094e-06
       72009     2.61463     2.61465 4.43088e-06
       72010     2.61468     2.61465 4.43082e-06
       72011     2.61473     2.61465 4.43076e-06
       72012     2.61479     2.61465  4.4307e-06
       72013     2.61485     2.61465 4.43063e-06
       72014     2.61491     2.61465 4.43057e-06
       72015     2.61498     2.61465 4.43052e-06
       72016     2.61505     2.61465 4.43046e-06
       72017     2.61511     2.61465  4.4304e-06
       72018     2.61519     2.61465 4.43035e-06
       72019     2.61527     2.61465 4.43029e-06
       72020     2.61535     2.61465 4.43024e-06
       72021     2.61543     2.61465 4.43019e-06
       72022     2.61552     2.61465 4.43015e-06
       72023     2.61561     2.61465 4.43011e-06
       72024      2.6157     2.61465 4.43007e-06
       72025      2.6158     2.61465 4.43004e-06
       72026      2.6159     2.61465 4.43001e-06
       72027     2.61601     2.61465 4.42999e-06
       72028     2.61611     2.61465 4.42997e-06
       72029     2.61622     2.61465 4.42996e-06
       72030     2.61633     2.61465 4.42996e-06
       72031     2.61644     2.61465 4.42997e-06
       72032     2.61655     2.61465 4.42999e-06
       72033     2.61666     2.61465 4.43001e-06
       72034     2.61677     2.61465 4.43005e-06
       72035     2.61687     2.61465 4.43009e-06
       72036     2.61698     2.61465 4.43015e-06
       72037     2.61708     2.61465 4.43022e-06
       72038     2.61718     2.61465  4.4303e-06
       72039     2.61728     2.61465 4.43038e-06
       72040     2.61737     2.61465 4.43048e-06
       72041     2.61745     2.61465 4.43059e-06
       72042     2.61754     2.61465 4.43071e-06
       72043     2.61761     2.61465 4.43084e-06
       72044     2.61766     2.61465 4.43098e-06
       72045     2.61771     2.61465 4.43112e-06
       72046     2.61774     2.61465 4.43126e-06
       72047     2.61777     2.61465 4.43141e-06
       72048     2.61778     2.61465 4.43156e-06
       72049     2.61777     2.61465 4.43171e-06
       72050     2.61775     2.61465 4.43186e-06
       72051     2.61771     2.61465   4.432e-06
       72052     2.61766     2.61465 4.43214e-06
       72053     2.61759     2.61465 4.43226e-06
       72054      2.6175     2.61465 4.43238e-06
       72055      2.6174     2.61465 4.43248e-06
       72056     2.61728     2.61465 4.43257e-06
       72057     2.61715     2.61465 4.43264e-06
       72058     2.61701     2.61465  4.4327e-06
       72059     2.61685     2.61465 4.43274e-06
       72060     2.61668     2.61465 4.43277e-06
       72061      2.6165     2.61465 4.43278e-06
       72062     2.61631     2.61465 4.43278e-06
       72063     2.61612     2.61465 4.43277e-06
       72064     2.61593     2.61465 4.43274e-06
       72065     2.61573     2.61465  4.4327e-06
       72066     2.61554     2.61465 4.43266e-06
       72067     2.61534     2.61465 4.43261e-06
       72068     2.61515     2.61465 4.43255e-06
       72069     2.61497     2.61465 4.43249e-06
       72070      2.6148     2.61465 4.43243e-06
       72071     2.61464     2.61465 4.43237e-06
       72072     2.61449     2.61465 4.43231e-06
       72073     2.61436     2.61465 4.43225e-06
       72074     2.61423     2.61465 4.43219e-06
       72075     2.61412     2.61465 4.43214e-06
       72076     2.61402     2.61465 4.43208e-06
       72077     2.61394     2.61465 4.43203e-06
       72078     2.61387     2.61465 4.43199e-06
       72079     2.61382     2.61465 4.43194e-06
       72080     2.61377     2.61465 4.43189e-06
       72081     2.61373     2.61465 4.43185e-06
       72082      2.6137     2.61465 4.43181e-06
       72083     2.61367     2.61465 4.43177e-06
       72084     2.61365     2.61465 4.43173e-06
       72085     2.61363     2.61465 4.43169e-06
       72086     2.61361     2.61465 4.43165e-06
       72087      2.6136     2.61465 4.43162e-06
       72088     2.61358     2.61465 4.43158e-06
       72089     2.61356     2.61465 4.43154e-06
       72090     2.61354     2.61465 4.43151e-06
       72091     2.61351     2.61465 4.43148e-06
       72092     2.61347     2.61465 4.43145e-06
       72093     2.61344     2.61465 4.43142e-06
       72094     2.61341     2.61465 4.43139e-06
       72095     2.61337     2.61465 4.43136e-06
       72096     2.61334     2.61465 4.43134e-06
       72097     2.61329     2.61465 4.43132e-06
       72098     2.61325     2.61465  4.4313e-06
       72099     2.61321     2.61465 4.43128e-06
       72100     2.61317     2.61465 4.43127e-06
       72101     2.61313     2.61465 4.43126e-06
       72102     2.61309     2.61465 4.43125e-06
       72103     2.61306     2.61465 4.43124e-06
       72104     2.61303     2.61465 4.43124e-06
       72105     2.61301     2.61465 4.43124e-06
       72106     2.61299     2.61465 4.43123e-06
       72107     2.61298     2.61465 4.43123e-06
       72108     2.61297     2.61465 4.43123e-06
       72109     2.61297     2.61465 4.43123e-06
       72110     2.61298     2.61465 4.43123e-06
       72111       2.613     2.61465 4.43123e-06
       72112     2.61302     2.61465 4.43123e-06
       72113     2.61305     2.61465 4.43122e-06
       72114      2.6131     2.61465 4.43121e-06
       72115     2.61315     2.61465  4.4312e-06
       72116     2.61321     2.61465 4.43118e-06
       72117     2.61328     2.61465 4.43116e-06
       72118     2.61335     2.61465 4.43114e-06
       72119     2.61344     2.61465 4.43111e-06
       72120     2.61353     2.61465 4.43107e-06
       72121     2.61363     2.61465 4.43104e-06
       72122     2.61372     2.61465 4.43099e-06
       72123     2.61383     2.61465 4.43095e-06
       72124     2.61395     2.61465  4.4309e-06
       72125     2.61406     2.61465 4.43084e-06
       72126     2.61417     2.61465 4.43079e-06
       72127     2.61429     2.61465 4.43073e-06
       72128     2.61441     2.61465 4.43067e-06
       72129     2.61453     2.61465 4.43061e-06
       72130     2.61464     2.61465 4.43054e-06
       72131     2.61476     2.61465 4.43048e-06
       72132     2.61487     2.61465 4.43042e-06
       72133     2.61498     2.61465 4.43036e-06
       72134     2.61508     2.61465 4.43031e-06
       72135     2.61518     2.61465 4.43025e-06
       72136     2.61527     2.61465  4.4302e-06
