#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
       25195     2.61578     2.61462 7.30153e-06
       25196     2.61562     2.61462 7.30135e-06
       25197     2.61545     2.61462 7.30113e-06
       25198     2.61527     2.61462 7.30088e-06
       25199      2.6151     2.61462 7.30062e-06
       25200     2.61493     2.61462 7.30034e-06
       25201     2.61478     2.61462 7.30005e-06
       25202     2.61464     2.61462 7.29976e-06
       25203     2.61452     2.61462 7.29947e-06
       25204     2.61442     2.61462 7.29919e-06
       25205     2.61435     2.61462 7.29891e-06
       25206      2.6143     2.61462 7.29863e-06
       25207     2.61427     2.61462 7.29835e-06
       25208     2.61428     2.61462 7.29808e-06
       25209     2.61431     2.61462  7.2978e-06
       25210     2.61437     2.61462 7.29751e-06
       25211     2.61446     2.61462 7.29723e-06
       25212     2.61457     2.61462 7.29694e-06
       25213      2.6147     2.61462 7.29665e-06
       25214     2.61486     2.61462 7.29637e-06
       25215     2.61502     2.61462 7.29609e-06
       25216      2.6152     2.61462 7.29584e-06
       25217     2.61539     2.61462 7.29562e-06
       25218     2.61559     2.61462 7.29543e-06
       25219     2.61579     2.61462 7.29529e-06
       25220     2.61599     2.61462  7.2952e-06
       25221     2.61619     2.61462 7.29517e-06
       25222     2.61639     2.61462 7.29522e-06
       25223     2.61658     2.61462 7.29534e-06
       25224     2.61676     2.61462 7.29554e-06
       25225     2.61693     2.61462 7.29582e-06
       25226     2.61708     2.61462 7.29619e-06
       25227     2.61723     2.61462 7.29663e-06
       25228     2.61736     2.61462 7.29714e-06
       25229     2.61747     2.61462 7.29772e-06
       25230     2.61758     2.61462 7.29837e-06
       25231     2.61767     2.61462 7.29908e-06
       25232     2.61774     2.61462 7.29983e-06
       25233      2.6178     2.61462 7.30063e-06
       25234     2.61786     2.61463 7.30147e-06
       25235      2.6179     2.61463 7.30233e-06
       25236     2.61792     2.61463 7.30321e-06
       25237     2.61795     2.61463 7.30411e-06
       25238     2.61795     2.61463 7.30501e-06
       25239     2.61794     2.61463  7.3059e-06
       25240     2.61792     2.61463 7.30678e-06
       25241     2.61787     2.61463 7.30762e-06
       25242      2.6178     2.61463 7.30841e-06
       25243      2.6177     2.61463 7.30914e-06
       25244     2.61758     2.61463 7.30978e-06
       25245     2.61741     2.61463 7.31033e-06
       25246     2.61721     2.61463 7.31076e-06
       25247     2.61696     2.61463 7.31105e-06
       25248     2.61667     2.61463 7.31121e-06
       25249     2.61633     2.61463 7.31123e-06
       25250     2.61595     2.61463 7.31113e-06
       25251     2.61553     2.61463 7.31093e-06
       25252     2.61508     2.61463 7.31066e-06
       25253      2.6146     2.61463 7.31037e-06
       25254      2.6141     2.61463 7.31011e-06
       25255      2.6136     2.61463 7.30994e-06
       25256      2.6131     2.61463  7.3099e-06
       25257     2.61261     2.61463 7.31004e-06
       25258     2.61216     2.61463 7.31041e-06
       25259     2.61175     2.61463 7.31101e-06
       25260     2.61138     2.61463 7.31185e-06
       25261     2.61106     2.61463 7.31292e-06
       25262      2.6108     2.61463  7.3142e-06
       25263     2.61061     2.61463 7.31564e-06
       25264     2.61047     2.61463  7.3172e-06
       25265     2.61039     2.61463 7.31883e-06
       25266     2.61037     2.61463 7.32048e-06
       25267      2.6104     2.61463  7.3221e-06
       25268     2.61047     2.61463 7.32365e-06
       25269     2.61059     2.61462 7.32511e-06
       25270     2.61073     2.61462 7.32644e-06
       25271      2.6109     2.61462 7.32763e-06
       25272      2.6111     2.61462 7.32867e-06
       25273     2.61131     2.61462 7.32955e-06
       25274     2.61153     2.61462 7.33028e-06
       25275     2.61175     2.61462 7.33088e-06
       25276     2.61197     2.61462 7.33134e-06
       25277     2.61219     2.61462 7.33168e-06
       25278      2.6124     2.61462 7.33192e-06
       25279      2.6126     2.61462 7.33207e-06
       25280     2.61279     2.61462 7.33214e-06
       25281     2.61297     2.61462 7.33214e-06
       25282     2.61314     2.61462 7.33209e-06
       25283     2.61329     2.61462 7.33199e-06
       25284     2.61344     2.61462 7.33185e-06
       25285     2.61358     2.61462 7.33167e-06
       25286     2.61369     2.61462 7.33148e-06
       25287      2.6138     2.61462 7.33126e-06
       25288     2.61391     2.61462 7.33102e-06
       25289       2.614     2.61462 7.33077e-06
       25290     2.61409     2.61462 7.33051e-06
       25291     2.61417     2.61462 7.33025e-06
       25292     2.61425     2.61462 7.32997e-06
       25293     2.61432     2.61462 7.32969e-06
       25294     2.61439     2.61462 7.32941e-06
       25295     2.61446     2.61462 7.32912e-06
       25296     2.61452     2.61462 7.32883e-06
       25297     2.61459     2.61462 7.32854e-06
       25298     2.61465     2.61462 7.32825e-06
       25299     2.61471     2.61462 7.32796e-06
       25300     2.61478     2.61462 7.32768e-06
       25301     2.61485     2.61462 7.32739e-06
       25302     2.61492     2.61462 7.32711e-06
       25303       2.615     2.61462 7.32684e-06
       25304     2.61507     2.61462 7.32657e-06
       25305     2.61516     2.61462 7.32631e-06
       25306     2.61524     2.61462 7.32606e-06
       25307     2.61533     2.61462 7.32583e-06
       25308     2.61542     2.61462  7.3256e-06
       25309     2.61552     2.61462  7.3254e-06
       25310     2.61562     2.61462 7.32522e-06
       25311     2.61573     2.61462 7.32506e-06
       25312     2.61584     2.61462 7.32493e-06
       25313     2.61596     2.61462 7.32483e-06
       25314     2.61608     2.61462 7.32476e-06
       25315      2.6162     2.61462 7.32474e-06
       25316     2.61632     2.61462 7.32475e-06
       25317     2.61645     2.61462 7.32482e-06
       25318     2.61658     2.61462 7.32494e-06
       25319     2.61671     2.61462 7.32511e-06
       25320     2.61684     2.61462 7.32535e-06
       25321     2.61697     2.61462 7.32564e-06
       25322     2.61709     2.61462   7.326e-06
       25323     2.61721     2.61462 7.32642e-06
       25324     2.61732     2.61462 7.32691e-06
       25325     2.61742     2.61462 7.32745e-06
       25326     2.61751     2.61462 7.32805e-06
       25327     2.61759     2.61462  7.3287e-06
       25328     2.61765     2.61462 7.32938e-06
       25329     2.61769     2.61463 7.33009e-06
       25330     2.61772     2.61463 7.33082e-06
       25331     2.61772     2.61463 7.33154e-06
       25332     2.61769     2.61463 7.33226e-06
       25333     2.61764     2.61463 7.33293e-06
       25334     2.61756     2.61463 7.33356e-06
       25335     2.61745     2.61463 7.33412e-06
       25336     2.61731     2.61463 7.33459e-06
       25337     2.61714     2.61463 7.33497e-06
       25338     2.61694     2.61463 7.33525e-06
       25339     2.61671     2.61463 7.33543e-06
       25340     2.61645     2.61463 7.33549e-06
       25341     2.61616     2.61463 7.33545e-06
       25342     2.61586     2.61463 7.33532e-06
       25343     2.61554     2.61463 7.33512e-06
       25344     2.61522     2.61463 7.33487e-06
       25345     2.61488     2.61463 7.33459e-06
       25346     2.61454     2.61463  7.3343e-06
       25347     2.61421     2.61463 7.33403e-06
       25348     2.61389     2.61463  7.3338e-06
       25349     2.61358     2.61463 7.33362e-06
       25350      2.6133     2.61463 7.33352e-06
       25351     2.61304     2.61463  7.3335e-06
       25352      2.6128     2.61463 7.33357e-06
       25353     2.61259     2.61463 7.33371e-06
       25354     2.61242     2.61463 7.33394e-06
       25355     2.61228     2.61463 7.33424e-06
       25356     2.61217     2.61463 7.33459e-06
       25357     2.61209     2.61463 7.33498e-06
       25358     2.61203     2.61463 7.33541e-06
       25359       2.612     2.61463 7.33585e-06
       25360       2.612     2.61463 7.33629e-06
       25361     2.61202     2.61463 7.33672e-06
       25362     2.61205     2.61463 7.33714e-06
       25363     2.61211     2.61463 7.33752e-06
       25364     2.61217     2.61462 7.33786e-06
       25365     2.61225     2.61462 7.33817e-06
       25366     2.61235     2.61462 7.33843e-06
       25367     2.61245     2.61462 7.33864e-06
       25368     2.61255     2.61462 7.33881e-06
       25369     2.61266     2.61462 7.33893e-06
       25370     2.61277     2.61462 7.33901e-06
       25371     2.61288     2.61462 7.33904e-06
       25372       2.613     2.61462 7.33903e-06
       25373     2.61311     2.61462 7.33898e-06
       25374     2.61322     2.61462  7.3389e-06
       25375     2.61332     2.61462 7.33879e-06
       25376     2.61343     2.61462 7.33866e-06
       25377     2.61353     2.61462 7.33849e-06
       25378     2.61363     2.61462 7.33831e-06
       25379     2.61372     2.61462  7.3381e-06
       25380     2.61381     2.61462 7.33788e-06
       25381      2.6139     2.61462 7.33765e-06
       25382     2.61398     2.61462 7.33741e-06
       25383     2.61405     2.61462 7.33715e-06
       25384     2.61412     2.61462 7.33689e-06
       25385     2.61419     2.61462 7.33662e-06
       25386     2.61425     2.61462 7.33634e-06
       25387     2.61431     2.61462 7.33607e-06
       25388     2.61437     2.61462 7.33578e-06
       25389     2.61441     2.61462  7.3355e-06
       25390     2.61445     2.61462 7.33521e-06
       25391     2.61449     2.61462 7.33493e-06
       25392     2.61452     2.61462 7.33464e-06
       25393     2.61455     2.61462 7.33435e-06
       25394     2.61458     2.61462 7.33406e-06
       25395     2.61461     2.61462 7.33377e-06
       25396     2.61464     2.61462 7.33349e-06
       25397     2.61466     2.61462  7.3332e-06
       25398     2.61468     2.61462 7.33291e-06
       25399      2.6147     2.61462 7.33262e-06
       25400     2.61472     2.61462 7.33233e-06
       25401     2.61473     2.61462 7.33205e-06
       25402     2.61476     2.61462 7.33176e-06
       25403     2.61477     2.61462 7.33147e-06
       25404     2.61478     2.61462 7.33119e-06
       25405      2.6148     2.61462  7.3309e-06
       25406     2.61481     2.61462 7.33062e-06
       25407     2.61483     2.61462 7.33033e-06
       25408     2.61484     2.61462 7.33005e-06
       25409     2.61486     2.61462 7.32977e-06
       25410     2.61487     2.61462 7.32948e-06
       25411     2.61489     2.61462  7.3292e-06
       25412     2.61491     2.61462 7.32892e-06
       25413     2.61493     2.61462 7.32864e-06
       25414     2.61495     2.61462 7.32837e-06
       25415     2.61498     2.61462 7.32809e-06
       25416       2.615     2.61462 7.32782e-06
       25417     2.61503     2.61462 7.32755e-06
       25418     2.61506     2.61462 7.32728e-06
       25419     2.61509     2.61462 7.32701e-06
       25420     2.61513     2.61462 7.32675e-06
       25421     2.61516     2.61462 7.32649e-06
       25422      2.6152     2.61462 7.32624e-06
       25423     2.61524     2.61462 7.32599e-06
       25424     2.61527     2.61462 7.32575e-06
       25425     2.61531     2.61462 7.32551e-06
       25426     2.61535     2.61462 7.32528e-06
       25427     2.61539     2.61462 7.32505e-06
       25428     2.61542     2.61462 7.32483e-06
       25429     2.61545     2.61462 7.32462e-06
       25430     2.61549     2.61462 7.32441e-06
       25431     2.61552     2.61462  7.3242e-06
       25432     2.61554     2.61462   7.324e-06
       25433     2.61556     2.61462 7.32381e-06
       25434     2.61558     2.61462 7.32362e-06
       25435     2.61559     2.61462 7.32343e-06
       25436     2.61559     2.61462 7.32324e-06
       25437     2.61558     2.61462 7.32305e-06
       25438     2.61557     2.61462 7.32285e-06
       25439     2.61556     2.61462 7.32266e-06
       25440     2.61553     2.61462 7.32245e-06
       25441     2.61549     2.61462 7.32225e-06
       25442     2.61545     2.61462 7.32203e-06
       25443     2.61539     2.61462  7.3218e-06
       25444     2.61533     2.61462 7.32157e-06
       25445     2.61526     2.61462 7.32132e-06
       25446     2.61519     2.61462 7.32107e-06
       25447      2.6151     2.61462 7.32081e-06
       25448     2.61501     2.61462 7.32054e-06
       25449     2.61492     2.61462 7.32026e-06
       25450     2.61482     2.61462 7.31997e-06
       25451     2.61472     2.61462 7.31969e-06
       25452     2.61462     2.61462  7.3194e-06
       25453     2.61451     2.61462 7.31911e-06
       25454     2.61441     2.61462 7.31883e-06
       25455     2.61431     2.61462 7.31855e-06
       25456      2.6142     2.61462 7.31828e-06
       25457      2.6141     2.61462 7.31803e-06
       25458     2.61401     2.61462 7.31778e-06
       25459     2.61393     2.61462 7.31754e-06
       25460     2.61385     2.61462 7.31732e-06
       25461     2.61378     2.61462 7.31711e-06
       25462     2.61371     2.61462 7.31691e-06
       25463     2.61365     2.61462 7.31672e-06
       25464      2.6136     2.61462 7.31654e-06
       25465     2.61356     2.61462 7.31637e-06
       25466     2.61353     2.61462 7.31621e-06
       25467     2.61351     2.61462 7.31606e-06
       25468     2.61349     2.61462  7.3159e-06
       25469     2.61348     2.61462 7.31575e-06
       25470     2.61348     2.61462  7.3156e-06
       25471     2.61348     2.61462 7.31545e-06
       25472      2.6135     2.61462  7.3153e-06
       25473     2.61351     2.61462 7.31514e-06
       25474     2.61354     2.61462 7.31498e-06
       25475     2.61356     2.61462 7.31481e-06
       25476     2.61359     2.61462 7.31464e-06
       25477     2.61363     2.61462 7.31446e-06
       25478     2.61366     2.61462 7.31427e-06
       25479     2.61371     2.61462 7.31407e-06
       25480     2.61375     2.61462 7.31386e-06
       25481     2.61379     2.61462 7.31365e-06
       25482     2.61383     2.61462 7.31343e-06
       25483     2.61388     2.61462  7.3132e-06
       25484     2.61393     2.61462 7.31296e-06
       25485     2.61397     2.61462 7.31272e-06
       25486     2.61402     2.61462 7.31247e-06
       25487     2.61407     2.61462 7.31222e-06
       25488     2.61412     2.61462 7.31196e-06
       25489     2.61417     2.61462 7.31169e-06
       25490     2.61422     2.61462 7.31142e-06
       25491     2.61426     2.61462 7.31115e-06
       25492     2.61431     2.61462 7.31087e-06
       25493     2.61435     2.61462 7.31059e-06
       25494      2.6144     2.61462 7.31031e-06
       25495     2.61444     2.61462 7.31003e-06
       25496     2.61448     2.61462 7.30974e-06
       25497     2.61452     2.61462 7.30946e-06
       25498     2.61456     2.61462 7.30917e-06
       25499     2.61459     2.61462 7.30888e-06
       25500     2.61463     2.61462  7.3086e-06
       25501     2.61466     2.61462 7.30831e-06
       25502     2.61469     2.61462 7.30803e-06
       25503     2.61473     2.61462 7.30774e-06
       25504     2.61476     2.61462 7.30746e-06
       25505     2.61479     2.61462 7.30717e-06
       25506     2.61482     2.61462 7.30689e-06
       25507     2.61486     2.61462 7.30661e-06
       25508     2.61488     2.61462 7.30633e-06
       25509     2.61491     2.61462 7.30605e-06
       25510     2.61493     2.61462 7.30578e-06
       25511     2.61496     2.61462  7.3055e-06
       25512     2.61498     2.61462 7.30523e-06
       25513       2.615     2.61462 7.30496e-06
       25514     2.61502     2.61462 7.30469e-06
       25515     2.61505     2.61462 7.30442e-06
       25516     2.61506     2.61462 7.30415e-06
       25517     2.61508     2.61462 7.30389e-06
       25518      2.6151     2.61462 7.30363e-06
       25519     2.61512     2.61462 7.30337e-06
       25520     2.61514     2.61462 7.30311e-06
       25521     2.61515     2.61462 7.30285e-06
       25522     2.61516     2.61462 7.30259e-06
       25523     2.61518     2.61462 7.30234e-06
       25524     2.61518     2.61462 7.30209e-06
       25525     2.61518     2.61462 7.30183e-06
       25526     2.61519     2.61462 7.30158e-06
       25527     2.61518     2.61462 7.30133e-06
       25528     2.61519     2.61462 7.30108e-06
       25529     2.61518     2.61462 7.30082e-06
       25530     2.61517     2.61462 7.30057e-06
       25531     2.61517     2.61462 7.30031e-06
       25532     2.61516     2.61462 7.30006e-06
       25533     2.61516     2.61462  7.2998e-06
       25534     2.61514     2.61462 7.29954e-06
       25535     2.61513     2.61462 7.29928e-06
       25536     2.61512     2.61462 7.29902e-06
       25537      2.6151     2.61462 7.29876e-06
       25538     2.61507     2.61462  7.2985e-06
       25539     2.61506     2.61462 7.29823e-06
       25540     2.61503     2.61462 7.29796e-06
       25541       2.615     2.61462 7.29769e-06
       25542     2.61498     2.61462 7.29742e-06
       25543     2.61496     2.61462 7.29714e-06
       25544     2.61493     2.61462 7.29687e-06
       25545      2.6149     2.61462 7.29659e-06
       25546     2.61487     2.61462 7.29631e-06
       25547     2.61484     2.61462 7.29603e-06
       25548     2.61481     2.61462 7.29575e-06
       25549     2.61477     2.61462 7.29547e-06
       25550     2.61474     2.61462 7.29518e-06
       25551     2.61471     2.61462  7.2949e-06
       25552     2.61468     2.61462 7.29461e-06
       25553     2.61466     2.61462 7.29433e-06
       25554     2.61463     2.61462 7.29404e-06
       25555      2.6146     2.61462 7.29376e-06
       25556     2.61457     2.61462 7.29347e-06
       25557     2.61455     2.61462 7.29319e-06
       25558     2.61453     2.61462  7.2929e-06
       25559     2.61451     2.61462 7.29262e-06
       25560     2.61449     2.61462 7.29233e-06
       25561     2.61447     2.61462 7.29205e-06
       25562     2.61446     2.61462 7.29177e-06
       25563     2.61445     2.61462 7.29149e-06
       25564     2.61444     2.61462 7.29121e-06
       25565     2.61443     2.61462 7.29092e-06
       25566     2.61442     2.61462 7.29064e-06
       25567     2.61441     2.61462 7.29036e-06
       25568      2.6144     2.61462 7.29008e-06
       25569      2.6144     2.61462  7.2898e-06
       25570     2.61439     2.61462 7.28952e-06
       25571     2.61439     2.61462 7.28925e-06
       25572     2.61438     2.61462 7.28897e-06
       25573     2.61439     2.61462 7.28869e-06
       25574     2.61439     2.61462 7.28841e-06
       25575     2.61439     2.61462 7.28813e-06
       25576     2.61439     2.61462 7.28785e-06
       25577      2.6144     2.61462 7.28757e-06
       25578      2.6144     2.61462 7.28729e-06
       25579     2.61441     2.61462 7.28701e-06
       25580     2.61441     2.61462 7.28673e-06
       25581     2.61442     2.61462 7.28645e-06
       25582     2.61443     2.61462 7.28617e-06
       25583     2.61444     2.61462 7.28589e-06
       25584     2.61445     2.61462 7.28561e-06
       25585     2.61445     2.61462 7.28532e-06
       25586     2.61446     2.61462 7.28504e-06
       25587     2.61447     2.61462 7.28476e-06
       25588     2.61448     2.61462 7.28448e-06
       25589     2.61449     2.61462 7.28419e-06
       25590      2.6145     2.61462 7.28391e-06
       25591     2.61449     2.61462 7.28363e-06
       25592      2.6145     2.61462 7.28335e-06
       25593      2.6145     2.61462 7.28306e-06
       25594      2.6145     2.61462 7.28278e-06
       25595     2.61449     2.61462  7.2825e-06
       25596     2.61449     2.61462 7.28222e-06
       25597     2.61449     2.61462 7.28193e-06
       25598     2.61448     2.61462 7.28165e-06
       25599     2.61447     2.61462 7.28137e-06
       25600     2.61446     2.61462 7.28109e-06
       25601     2.61445     2.61462 7.28081e-06
       25602     2.61443     2.61462 7.28052e-06
       25603     2.61442     2.61462 7.28024e-06
       25604      2.6144     2.61462 7.27997e-06
       25605     2.61438     2.61462 7.27969e-06
       25606     2.61436     2.61462 7.27941e-06
       25607     2.61433     2.61462 7.27914e-06
       25608      2.6143     2.61462 7.27886e-06
       25609     2.61427     2.61462 7.27859e-06
       25610     2.61424     2.61462 7.27832e-06
       25611     2.61421     2.61462 7.27806e-06
       25612     2.61417     2.61462 7.27779e-06
       25613     2.61414     2.61462 7.27753e-06
       25614      2.6141     2.61462 7.27728e-06
       25615     2.61406     2.61462 7.27703e-06
       25616     2.61403     2.61462 7.27678e-06
       25617     2.61399     2.61462 7.27654e-06
       25618     2.61396     2.61462  7.2763e-06
       25619     2.61392     2.61462 7.27607e-06
       25620     2.61388     2.61462 7.27584e-06
       25621     2.61386     2.61462 7.27562e-06
       25622     2.61382     2.61462  7.2754e-06
       25623     2.61379     2.61462 7.27519e-06
       25624     2.61377     2.61462 7.27498e-06
       25625     2.61374     2.61462 7.27478e-06
       25626     2.61372     2.61462 7.27458e-06
       25627      2.6137     2.61462 7.27439e-06
       25628     2.61369     2.61462  7.2742e-06
       25629     2.61367     2.61462 7.27401e-06
       25630     2.61365     2.61462 7.27382e-06
       25631     2.61365     2.61462 7.27364e-06
       25632     2.61364     2.61462 7.27346e-06
       25633     2.61363     2.61462 7.27327e-06
       25634     2.61363     2.61462 7.27309e-06
       25635     2.61363     2.61462 7.27292e-06
       25636     2.61363     2.61462 7.27273e-06
       25637     2.61364     2.61462 7.27255e-06
       25638     2.61365     2.61462 7.27237e-06
       25639     2.61366     2.61462 7.27218e-06
       25640     2.61367     2.61462 7.27199e-06
       25641     2.61368     2.61462  7.2718e-06
       25642      2.6137     2.61462 7.27161e-06
       25643     2.61371     2.61462 7.27141e-06
       25644     2.61373     2.61462 7.27121e-06
       25645     2.61374     2.61462 7.27101e-06
       25646     2.61376     2.61462 7.27081e-06
       25647     2.61377     2.61462  7.2706e-06
       25648     2.61379     2.61462 7.27039e-06
       25649     2.61381     2.61462 7.27017e-06
       25650     2.61383     2.61462 7.26995e-06
       25651     2.61384     2.61462 7.26973e-06
       25652     2.61386     2.61462 7.26951e-06
       25653     2.61388     2.61462 7.26928e-06
       25654      2.6139     2.61462 7.26906e-06
       25655     2.61391     2.61462 7.26883e-06
       25656     2.61393     2.61462 7.26859e-06
       25657     2.61395     2.61462 7.26836e-06
       25658     2.61397     2.61462 7.26812e-06
       25659     2.61398     2.61462 7.26788e-06
       25660     2.61399     2.61462 7.26764e-06
       25661     2.61401     2.61462 7.26739e-06
       25662     2.61402     2.61462 7.26715e-06
       25663     2.61404     2.61462  7.2669e-06
       25664     2.61405     2.61462 7.26665e-06
       25665     2.61406     2.61462  7.2664e-06
       25666     2.61408     2.61462 7.26615e-06
       25667     2.61409     2.61462 7.26589e-06
       25668     2.61411     2.61462 7.26564e-06
       25669     2.61412     2.61462 7.26538e-06
       25670     2.61414     2.61462 7.26512e-06
       25671     2.61415     2.61462 7.26486e-06
       25672     2.61417     2.61462  7.2646e-06
       25673     2.61419     2.61462 7.26434e-06
       25674     2.61421     2.61462 7.26407e-06
       25675     2.61423     2.61462  7.2638e-06
       25676     2.61425     2.61462 7.26354e-06
       25677     2.61427     2.61462 7.26327e-06
       25678      2.6143     2.61462 7.26299e-06
       25679     2.61432     2.61462 7.26272e-06
       25680     2.61435     2.61462 7.26245e-06
       25681     2.61437     2.61462 7.26217e-06
       25682      2.6144     2.61462 7.26189e-06
       25683     2.61443     2.61462 7.26161e-06
       25684     2.61447     2.61462 7.26133e-06
       25685     2.61449     2.61462 7.26105e-06
       25686     2.61453     2.61462 7.26077e-06
       25687     2.61456     2.61462 7.26049e-06
       25688      2.6146     2.61462  7.2602e-06
       25689     2.61464     2.61462 7.25992e-06
       25690     2.61467     2.61462 7.25964e-06
       25691     2.61471     2.61462 7.25936e-06
       25692     2.61475     2.61462 7.25908e-06
       25693      2.6148     2.61462  7.2588e-06
       25694     2.61484     2.61462 7.25852e-06
       25695     2.61488     2.61462 7.25824e-06
       25696     2.61493     2.61462 7.25797e-06
       25697     2.61498     2.61462  7.2577e-06
       25698     2.61503     2.61462 7.25744e-06
       25699     2.61508     2.61462 7.25718e-06
       25700     2.61514     2.61462 7.25692e-06
       25701      2.6152     2.61462 7.25667e-06
       25702     2.61527     2.61462 7.25644e-06
       25703     2.61535     2.61462 7.25621e-06
       25704     2.61542     2.61462 7.25599e-06
       25705     2.61551     2.61462 7.25579e-06
       25706     2.61559     2.61462 7.25561e-06
       25707     2.61569     2.61462 7.25544e-06
       25708     2.61579     2.61462  7.2553e-06
       25709     2.61589     2.61462 7.25519e-06
       25710     2.61599     2.61462  7.2551e-06
       25711      2.6161     2.61462 7.25505e-06
       25712     2.61622     2.61462 7.25503e-06
       25713     2.61633     2.61462 7.25505e-06
       25714     2.61645     2.61462 7.25512e-06
       25715     2.61656     2.61462 7.25522e-06
       25716     2.61667     2.61462 7.25538e-06
       25717     2.61677     2.61462 7.25558e-06
       25718     2.61686     2.61462 7.25581e-06
       25719     2.61694     2.61462 7.25609e-06
       25720       2.617     2.61462 7.25639e-06
       25721     2.61704     2.61462 7.25672e-06
       25722     2.61706     2.61462 7.25706e-06
       25723     2.61707     2.61462  7.2574e-06
       25724     2.61704     2.61462 7.25773e-06
       25725     2.61699     2.61462 7.25803e-06
       25726      2.6169     2.61462 7.25829e-06
       25727     2.61679     2.61462 7.25849e-06
       25728     2.61664     2.61462 7.25863e-06
       25729     2.61645     2.61462 7.25869e-06
       25730     2.61623     2.61462 7.25868e-06
       25731     2.61598     2.61462 7.25859e-06
       25732     2.61571     2.61462 7.25843e-06
       25733     2.61541     2.61462 7.25821e-06
       25734     2.61509     2.61462 7.25795e-06
       25735     2.61474     2.61462 7.25767e-06
       25736      2.6144     2.61462  7.2574e-06
       25737     2.61405     2.61462 7.25715e-06
       25738      2.6137     2.61462 7.25696e-06
       25739     2.61335     2.61462 7.25684e-06
       25740     2.61302     2.61462 7.25683e-06
       25741     2.61271     2.61462 7.25693e-06
       25742     2.61242     2.61462 7.25715e-06
       25743     2.61216     2.61462  7.2575e-06
       25744     2.61192     2.61462 7.25798e-06
       25745     2.61172     2.61462 7.25857e-06
       25746     2.61155     2.61462 7.25927e-06
       25747     2.61142     2.61462 7.26005e-06
       25748     2.61133     2.61462  7.2609e-06
       25749     2.61127     2.61462 7.26178e-06
       25750     2.61124     2.61462 7.26269e-06
       25751     2.61125     2.61462 7.26359e-06
       25752     2.61129     2.61462 7.26446e-06
       25753     2.61137     2.61462 7.26528e-06
       25754     2.61147     2.61462 7.26602e-06
       25755     2.61159     2.61462 7.26669e-06
       25756     2.61174     2.61462 7.26727e-06
       25757      2.6119     2.61462 7.26776e-06
       25758     2.61208     2.61462 7.26815e-06
       25759     2.61228     2.61462 7.26844e-06
       25760     2.61248     2.61462 7.26863e-06
       25761      2.6127     2.61462 7.26873e-06
       25762     2.61293     2.61462 7.26875e-06
       25763     2.61316     2.61462 7.26869e-06
       25764      2.6134     2.61462 7.26856e-06
       25765     2.61363     2.61462 7.26838e-06
       25766     2.61388     2.61462 7.26815e-06
       25767     2.61412     2.61462  7.2679e-06
       25768     2.61436     2.61462 7.26762e-06
       25769     2.61461     2.61462 7.26734e-06
       25770     2.61484     2.61462 7.26706e-06
       25771     2.61508     2.61462  7.2668e-06
       25772     2.61533     2.61462 7.26657e-06
       25773     2.61557     2.61462 7.26638e-06
       25774      2.6158     2.61462 7.26625e-06
       25775     2.61604     2.61462 7.26617e-06
       25776     2.61628     2.61462 7.26617e-06
       25777     2.61651     2.61462 7.26626e-06
       25778     2.61674     2.61462 7.26645e-06
       25779     2.61698     2.61462 7.26674e-06
       25780     2.61721     2.61462 7.26715e-06
       25781     2.61744     2.61462 7.26769e-06
       25782     2.61767     2.61462 7.26837e-06
       25783     2.61789     2.61462 7.26919e-06
       25784     2.61812     2.61462 7.27018e-06
       25785     2.61833     2.61462 7.27132e-06
       25786     2.61854     2.61462 7.27263e-06
       25787     2.61875     2.61462 7.27411e-06
       25788     2.61894     2.61462 7.27575e-06
       25789     2.61912     2.61462 7.27756e-06
       25790      2.6193     2.61462 7.27954e-06
       25791     2.61944     2.61462 7.28165e-06
       25792     2.61956     2.61462 7.28389e-06
       25793     2.61965     2.61462 7.28621e-06
       25794     2.61971     2.61462 7.28859e-06
       25795     2.61972     2.61462 7.29099e-06
       25796     2.61968     2.61462 7.29334e-06
       25797     2.61959     2.61462  7.2956e-06
       25798     2.61944     2.61463  7.2977e-06
       25799     2.61923     2.61463  7.2996e-06
       25800     2.61895     2.61463 7.30124e-06
       25801      2.6186     2.61463 7.30259e-06
       25802     2.61819     2.61463 7.30361e-06
       25803     2.61771     2.61463 7.30431e-06
       25804     2.61718     2.61463  7.3047e-06
       25805      2.6166     2.61463 7.30481e-06
       25806     2.61599     2.61463 7.30472e-06
       25807     2.61537     2.61463  7.3045e-06
       25808     2.61473     2.61463 7.30421e-06
       25809      2.6141     2.61463 7.30396e-06
       25810     2.61349     2.61463 7.30381e-06
       25811     2.61293     2.61463 7.30382e-06
       25812     2.61243     2.61463 7.30404e-06
       25813       2.612     2.61463 7.30446e-06
       25814     2.61164     2.61463 7.30509e-06
       25815     2.61137     2.61463  7.3059e-06
       25816     2.61118     2.61463 7.30683e-06
       25817     2.61109     2.61463 7.30783e-06
       25818     2.61108     2.61463 7.30884e-06
       25819     2.61114     2.61463 7.30981e-06
       25820     2.61127     2.61462 7.31068e-06
       25821     2.61146     2.61462 7.31143e-06
       25822     2.61169     2.61462 7.31203e-06
       25823     2.61197     2.61462 7.31247e-06
       25824     2.61227     2.61462 7.31275e-06
       25825     2.61259     2.61462 7.31289e-06
       25826     2.61291     2.61462 7.31291e-06
       25827     2.61323     2.61462 7.31283e-06
       25828     2.61354     2.61462 7.31266e-06
       25829     2.61382     2.61462 7.31245e-06
