#     BLOCK:   ACTUAL_KE:    KE_AVE:      ERROR:
        7730     2.99029     2.96029 0.000422892
        7731     2.98864     2.96029 0.000422853
        7732     2.98689      2.9603 0.000422813
        7733     2.98502      2.9603  0.00042277
        7734     2.98303      2.9603 0.000422726
        7735     2.98092     2.96031 0.000422679
        7736     2.97867     2.96031 0.000422631
        7737     2.97629     2.96031 0.000422582
        7738     2.97377     2.96031 0.000422531
        7739      2.9711     2.96031 0.000422478
        7740     2.96829     2.96031 0.000422425
        7741     2.96532     2.96032 0.000422371
        7742     2.96221     2.96032 0.000422317
        7743     2.95896     2.96032 0.000422262
        7744     2.95556     2.96031 0.000422208
        7745     2.95203     2.96031 0.000422155
        7746     2.94838     2.96031 0.000422103
        7747     2.94462     2.96031 0.000422054
        7748     2.94078     2.96031 0.000422007
        7749     2.93687      2.9603 0.000421963
        7750     2.93292      2.9603 0.000421923
        7751     2.92896      2.9603 0.000421888
        7752     2.92503     2.96029 0.000421858
        7753     2.92117     2.96029 0.000421834
        7754     2.91741     2.96028 0.000421816
        7755      2.9138     2.96028 0.000421804
        7756      2.9104     2.96027 0.000421799
        7757     2.90724     2.96026   0.0004218
        7758     2.90439     2.96026 0.000421807
        7759     2.90188     2.96025  0.00042182
        7760     2.89976     2.96024 0.000421837
        7761     2.89808     2.96023 0.000421859
        7762     2.89686     2.96022 0.000421884
        7763     2.89614     2.96022  0.00042191
        7764     2.89593     2.96021 0.000421937
        7765     2.89626      2.9602 0.000421963
        7766     2.89711     2.96019 0.000421987
        7767     2.89848     2.96018 0.000422007
        7768     2.90035     2.96018 0.000422023
        7769     2.90271     2.96017 0.000422034
        7770     2.90551     2.96016 0.000422038
        7771     2.90871     2.96015 0.000422036
        7772     2.91227     2.96015 0.000422026
        7773     2.91614     2.96014  0.00042201
        7774     2.92027     2.96014 0.000421987
        7775     2.92461     2.96013 0.000421957
        7776      2.9291     2.96013 0.000421922
        7777      2.9337     2.96013 0.000421881
        7778     2.93836     2.96012 0.000421836
        7779     2.94303     2.96012 0.000421788
        7780     2.94768     2.96012 0.000421737
        7781     2.95226     2.96012 0.000421684
        7782     2.95676     2.96012  0.00042163
        7783     2.96114     2.96012 0.000421576
        7784     2.96539     2.96012 0.000421522
        7785     2.96948     2.96012  0.00042147
        7786      2.9734     2.96012 0.000421419
        7787     2.97714     2.96012  0.00042137
        7788      2.9807     2.96013 0.000421325
        7789     2.98407     2.96013 0.000421282
        7790     2.98725     2.96013 0.000421242
        7791     2.99024     2.96014 0.000421206
        7792     2.99304     2.96014 0.000421173
        7793     2.99566     2.96015 0.000421143
        7794      2.9981     2.96015 0.000421118
        7795     3.00036     2.96016 0.000421095
        7796     3.00246     2.96016 0.000421076
        7797      3.0044     2.96017  0.00042106
        7798     3.00619     2.96017 0.000421048
        7799     3.00782     2.96018 0.000421038
        7800     3.00933     2.96018 0.000421031
        7801     3.01069     2.96019 0.000421027
        7802     3.01194      2.9602 0.000421025
        7803     3.01307      2.9602 0.000421026
        7804     3.01409     2.96021 0.000421029
        7805       3.015     2.96022 0.000421033
        7806     3.01582     2.96023 0.000421039
        7807     3.01655     2.96023 0.000421047
        7808     3.01719     2.96024 0.000421057
        7809     3.01775     2.96025 0.000421067
        7810     3.01824     2.96025 0.000421079
        7811     3.01865     2.96026 0.000421091
        7812     3.01901     2.96027 0.000421104
        7813      3.0193     2.96028 0.000421118
        7814     3.01953     2.96028 0.000421132
        7815     3.01972     2.96029 0.000421147
        7816     3.01985      2.9603 0.000421162
        7817     3.01994     2.96031 0.000421178
        7818     3.01999     2.96032 0.000421193
        7819     3.01999     2.96032 0.000421208
        7820     3.01996     2.96033 0.000421223
        7821      3.0199     2.96034 0.000421238
        7822     3.01981     2.96035 0.000421253
        7823     3.01968     2.96035 0.000421267
        7824     3.01953     2.96036 0.000421282
        7825     3.01936     2.96037 0.000421295
        7826     3.01916     2.96038 0.000421308
        7827     3.01894     2.96038 0.000421321
        7828      3.0187     2.96039 0.000421333
        7829     3.01844      2.9604 0.000421344
        7830     3.01817     2.96041 0.000421355
        7831     3.01788     2.96041 0.000421365
        7832     3.01758     2.96042 0.000421375
        7833     3.01727     2.96043 0.000421383
        7834     3.01695     2.96043 0.000421391
        7835     3.01662     2.96044 0.000421399
        7836     3.01628     2.96045 0.000421405
        7837     3.01594     2.96046 0.000421411
        7838     3.01559     2.96046 0.000421416
        7839     3.01524     2.96047  0.00042142
        7840     3.01488     2.96048 0.000421423
        7841     3.01453     2.96048 0.000421426
        7842     3.01417     2.96049 0.000421428
        7843     3.01381      2.9605 0.000421429
        7844     3.01346      2.9605 0.000421429
        7845     3.01311     2.96051 0.000421429
        7846     3.01276     2.96052 0.000421428
        7847     3.01242     2.96052 0.000421426
        7848     3.01208     2.96053 0.000421423
        7849     3.01175     2.96054  0.00042142
        7850     3.01143     2.96054 0.000421416
        7851     3.01111     2.96055 0.000421412
        7852     3.01081     2.96056 0.000421407
        7853     3.01051     2.96056 0.000421401
        7854     3.01023     2.96057 0.000421395
        7855     3.00995     2.96058 0.000421388
        7856     3.00969     2.96058 0.000421381
        7857     3.00945     2.96059 0.000421373
        7858     3.00921     2.96059 0.000421365
        7859     3.00899      2.9606 0.000421356
        7860     3.00879     2.96061 0.000421347
        7861      3.0086     2.96061 0.000421338
        7862     3.00843     2.96062 0.000421328
        7863     3.00828     2.96063 0.000421318
        7864     3.00814     2.96063 0.000421308
        7865     3.00802     2.96064 0.000421298
        7866     3.00791     2.96064 0.000421287
        7867     3.00783     2.96065 0.000421276
        7868     3.00776     2.96066 0.000421265
        7869     3.00771     2.96066 0.000421254
        7870     3.00768     2.96067 0.000421243
        7871     3.00767     2.96067 0.000421232
        7872     3.00768     2.96068 0.000421221
        7873     3.00771     2.96068 0.000421209
        7874     3.00776     2.96069 0.000421198
        7875     3.00782      2.9607 0.000421187
        7876     3.00791      2.9607 0.000421177
        7877     3.00802     2.96071 0.000421166
        7878     3.00814     2.96071 0.000421155
        7879     3.00829     2.96072 0.000421145
        7880     3.00846     2.96073 0.000421135
        7881     3.00864     2.96073 0.000421126
        7882     3.00884     2.96074 0.000421117
        7883     3.00907     2.96075 0.000421108
        7884     3.00931     2.96075 0.000421099
        7885     3.00957     2.96076 0.000421092
        7886     3.00985     2.96076 0.000421084
        7887     3.01015     2.96077 0.000421077
        7888     3.01047     2.96078 0.000421071
        7889      3.0108     2.96078 0.000421066
        7890     3.01116     2.96079 0.000421061
        7891     3.01152      2.9608 0.000421056
        7892     3.01191      2.9608 0.000421053
        7893     3.01231     2.96081  0.00042105
        7894     3.01273     2.96082 0.000421048
        7895     3.01316     2.96082 0.000421047
        7896     3.01361     2.96083 0.000421047
        7897     3.01407     2.96084 0.000421047
        7898     3.01455     2.96084 0.000421049
        7899     3.01503     2.96085 0.000421051
        7900     3.01553     2.96086 0.000421055
        7901     3.01604     2.96086  0.00042106
        7902     3.01655     2.96087 0.000421065
        7903     3.01708     2.96088 0.000421072
        7904     3.01761     2.96088  0.00042108
        7905     3.01815     2.96089 0.000421089
        7906     3.01869      2.9609 0.000421099
        7907     3.01924     2.96091 0.000421111
        7908     3.01979     2.96091 0.000421123
        7909     3.02033     2.96092 0.000421137
        7910     3.02088     2.96093 0.000421152
        7911     3.02142     2.96094 0.000421168
        7912     3.02196     2.96094 0.000421186
        7913     3.02249     2.96095 0.000421204
        7914     3.02301     2.96096 0.000421224
        7915     3.02352     2.96097 0.000421245
        7916     3.02402     2.96098 0.000421267
        7917      3.0245     2.96098  0.00042129
        7918     3.02497     2.96099 0.000421314
        7919     3.02541       2.961  0.00042134
        7920     3.02583     2.96101 0.000421366
        7921     3.02622     2.96102 0.000421393
        7922     3.02659     2.96102 0.000421421
        7923     3.02692     2.96103  0.00042145
        7924     3.02722     2.96104  0.00042148
        7925     3.02748     2.96105  0.00042151
        7926      3.0277     2.96106 0.000421541
        7927     3.02788     2.96107 0.000421572
        7928     3.02801     2.96107 0.000421603
        7929     3.02809     2.96108 0.000421635
        7930     3.02812     2.96109 0.000421666
        7931     3.02809      2.9611 0.000421698
        7932     3.02801     2.96111 0.000421729
        7933     3.02786     2.96112  0.00042176
        7934     3.02765     2.96113  0.00042179
        7935     3.02737     2.96113 0.000421819
        7936     3.02703     2.96114 0.000421848
        7937     3.02662     2.96115 0.000421875
        7938     3.02613     2.96116 0.000421902
        7939     3.02558     2.96117 0.000421927
        7940     3.02495     2.96117  0.00042195
        7941     3.02425     2.96118 0.000421971
        7942     3.02348     2.96119 0.000421991
        7943     3.02265      2.9612 0.000422009
        7944     3.02175     2.96121 0.000422025
        7945     3.02079     2.96121 0.000422038
        7946     3.01977     2.96122 0.000422049
        7947     3.01871     2.96123 0.000422058
        7948      3.0176     2.96123 0.000422065
        7949     3.01647     2.96124 0.000422069
        7950     3.01531     2.96125 0.000422071
        7951     3.01414     2.96126  0.00042207
        7952     3.01297     2.96126 0.000422067
        7953     3.01182     2.96127 0.000422062
        7954     3.01069     2.96127 0.000422054
        7955     3.00961     2.96128 0.000422045
        7956     3.00859     2.96129 0.000422034
        7957     3.00764     2.96129 0.000422021
        7958     3.00679      2.9613 0.000422007
        7959     3.00604      2.9613 0.000421991
        7960      3.0054     2.96131 0.000421975
        7961      3.0049     2.96131 0.000421957
        7962     3.00455     2.96132 0.000421939
        7963     3.00435     2.96133 0.000421921
        7964     3.00431     2.96133 0.000421902
        7965     3.00444     2.96134 0.000421884
        7966     3.00474     2.96134 0.000421866
        7967     3.00521     2.96135 0.000421849
        7968     3.00585     2.96135 0.000421833
        7969     3.00666     2.96136 0.000421819
        7970     3.00762     2.96136 0.000421806
        7971     3.00874     2.96137 0.000421795
        7972        3.01     2.96138 0.000421786
        7973     3.01138     2.96138 0.000421779
        7974     3.01288     2.96139 0.000421776
        7975     3.01447      2.9614 0.000421776
        7976     3.01615      2.9614 0.000421779
        7977     3.01789     2.96141 0.000421785
        7978     3.01968     2.96142 0.000421796
        7979      3.0215     2.96142  0.00042181
        7980     3.02334     2.96143 0.000421828
        7981     3.02517     2.96144 0.000421851
        7982       3.027     2.96145 0.000421878
        7983     3.02879     2.96146  0.00042191
        7984     3.03055     2.96147 0.000421946
        7985     3.03225     2.96147 0.000421986
        7986      3.0339     2.96148  0.00042203
        7987     3.03547     2.96149 0.000422079
        7988     3.03697      2.9615 0.000422132
        7989     3.03838     2.96151 0.000422189
        7990     3.03971     2.96152  0.00042225
        7991     3.04094     2.96153 0.000422314
        7992     3.04207     2.96154 0.000422381
        7993     3.04311     2.96155 0.000422451
        7994     3.04404     2.96156 0.000422525
        7995     3.04487     2.96157   0.0004226
        7996     3.04559     2.96158 0.000422678
        7997     3.04622     2.96159 0.000422758
        7998     3.04674      2.9616 0.000422839
        7999     3.04716     2.96162 0.000422921
        8000     3.04749     2.96163 0.000423005
        8001     3.04771     2.96164 0.000423089
        8002     3.04784     2.96165 0.000423173
        8003     3.04788     2.96166 0.000423257
        8004     3.04783     2.96167 0.000423341
        8005     3.04769     2.96168 0.000423425
        8006     3.04747     2.96169 0.000423507
        8007     3.04717      2.9617 0.000423589
        8008     3.04679     2.96171 0.000423669
        8009     3.04634     2.96172 0.000423748
        8010     3.04583     2.96173 0.000423825
        8011     3.04524     2.96174 0.000423901
        8012      3.0446     2.96175 0.000423974
        8013      3.0439     2.96176 0.000424045
        8014     3.04315     2.96177 0.000424114
        8015     3.04236     2.96178  0.00042418
        8016     3.04153     2.96179 0.000424243
        8017     3.04066      2.9618 0.000424305
        8018     3.03976     2.96181 0.000424363
        8019     3.03884     2.96182 0.000424419
        8020      3.0379     2.96183 0.000424472
        8021     3.03695     2.96184 0.000424522
        8022       3.036     2.96185  0.00042457
        8023     3.03505     2.96186 0.000424615
        8024     3.03411     2.96187 0.000424658
        8025     3.03318     2.96188 0.000424698
        8026     3.03228     2.96189 0.000424735
        8027      3.0314      2.9619 0.000424771
        8028     3.03056      2.9619 0.000424804
        8029     3.02976     2.96191 0.000424835
        8030       3.029     2.96192 0.000424864
        8031      3.0283     2.96193 0.000424892
        8032     3.02766     2.96194 0.000424918
        8033     3.02709     2.96195 0.000424942
        8034     3.02659     2.96195 0.000424965
        8035     3.02616     2.96196 0.000424988
        8036     3.02581     2.96197 0.000425009
        8037     3.02555     2.96198  0.00042503
        8038     3.02537     2.96199  0.00042505
        8039     3.02528     2.96199  0.00042507
        8040     3.02529       2.962  0.00042509
        8041     3.02538     2.96201  0.00042511
        8042     3.02557     2.96202 0.000425131
        8043     3.02585     2.96202 0.000425152
        8044     3.02623     2.96203 0.000425174
        8045     3.02669     2.96204 0.000425197
        8046     3.02725     2.96205 0.000425222
        8047     3.02789     2.96206 0.000425248
        8048     3.02861     2.96207 0.000425275
        8049     3.02941     2.96207 0.000425305
        8050     3.03029     2.96208 0.000425336
        8051     3.03124     2.96209  0.00042537
        8052     3.03225      2.9621 0.000425406
        8053     3.03331     2.96211 0.000425446
        8054     3.03443     2.96212 0.000425487
        8055      3.0356     2.96213 0.000425532
        8056     3.03681     2.96214 0.000425581
        8057     3.03804     2.96215 0.000425632
        8058     3.03931     2.96215 0.000425687
        8059     3.04059     2.96216 0.000425745
        8060     3.04189     2.96217 0.000425807
        8061     3.04319     2.96218 0.000425873
        8062     3.04449     2.96219 0.000425943
        8063     3.04578      2.9622 0.000426016
        8064     3.04707     2.96222 0.000426093
        8065     3.04833     2.96223 0.000426174
        8066     3.04957     2.96224 0.000426259
        8067     3.05078     2.96225 0.000426347
        8068     3.05196     2.96226 0.000426439
        8069      3.0531     2.96227 0.000426535
        8070     3.05419     2.96228 0.000426634
        8071     3.05524     2.96229 0.000426737
        8072     3.05624      2.9623 0.000426843
        8073     3.05719     2.96232 0.000426952
        8074     3.05807     2.96233 0.000427063
        8075      3.0589     2.96234 0.000427178
        8076     3.05967     2.96235 0.000427295
        8077     3.06037     2.96236 0.000427414
        8078     3.06101     2.96238 0.000427536
        8079     3.06159     2.96239 0.000427659
        8080     3.06209      2.9624 0.000427784
        8081     3.06252     2.96241 0.000427911
        8082     3.06289     2.96243 0.000428038
        8083     3.06318     2.96244 0.000428167
        8084     3.06341     2.96245 0.000428296
        8085     3.06356     2.96246 0.000428426
        8086     3.06365     2.96248 0.000428555
        8087     3.06366     2.96249 0.000428685
        8088      3.0636      2.9625 0.000428814
        8089     3.06348     2.96251 0.000428943
        8090     3.06329     2.96253 0.000429071
        8091     3.06303     2.96254 0.000429197
        8092      3.0627     2.96255 0.000429323
        8093     3.06231     2.96256 0.000429447
        8094     3.06186     2.96258 0.000429569
        8095     3.06135     2.96259 0.000429689
        8096     3.06078      2.9626 0.000429807
        8097     3.06016     2.96261 0.000429923
        8098     3.05948     2.96262 0.000430036
        8099     3.05875     2.96264 0.000430147
        8100     3.05797     2.96265 0.000430255
        8101     3.05714     2.96266  0.00043036
        8102     3.05628     2.96267 0.000430462
        8103     3.05537     2.96268 0.000430561
        8104     3.05442     2.96269 0.000430656
        8105     3.05345      2.9627 0.000430749
        8106     3.05244     2.96272 0.000430838
        8107     3.05141     2.96273 0.000430923
        8108     3.05036     2.96274 0.000431006
        8109     3.04929     2.96275 0.000431085
        8110      3.0482     2.96276  0.00043116
        8111     3.04711     2.96277 0.000431233
        8112     3.04601     2.96278 0.000431302
        8113     3.04491     2.96279 0.000431367
        8114     3.04381      2.9628  0.00043143
        8115     3.04272     2.96281 0.000431489
        8116     3.04164     2.96282 0.000431545
        8117     3.04058     2.96283 0.000431598
        8118     3.03954     2.96284 0.000431648
        8119     3.03852     2.96285 0.000431696
        8120     3.03754     2.96286 0.000431741
        8121     3.03658     2.96287 0.000431783
        8122     3.03566     2.96287 0.000431823
        8123     3.03478     2.96288  0.00043186
        8124     3.03394     2.96289 0.000431896
        8125     3.03314      2.9629 0.000431929
        8126     3.03239     2.96291 0.000431961
        8127      3.0317     2.96292  0.00043199
        8128     3.03105     2.96293 0.000432019
        8129     3.03046     2.96293 0.000432045
        8130     3.02992     2.96294 0.000432071
        8131     3.02943     2.96295 0.000432095
        8132       3.029     2.96296 0.000432118
        8133     3.02863     2.96297  0.00043214
        8134      3.0283     2.96298 0.000432162
        8135     3.02804     2.96298 0.000432183
        8136     3.02782     2.96299 0.000432203
        8137     3.02766       2.963 0.000432223
        8138     3.02754     2.96301 0.000432243
        8139     3.02747     2.96302 0.000432262
        8140     3.02745     2.96302 0.000432282
        8141     3.02746     2.96303 0.000432301
        8142     3.02751     2.96304  0.00043232
        8143      3.0276     2.96305  0.00043234
        8144     3.02771     2.96305  0.00043236
        8145     3.02785     2.96306  0.00043238
        8146     3.02802     2.96307   0.0004324
        8147      3.0282     2.96308 0.000432421
        8148      3.0284     2.96309 0.000432442
        8149      3.0286     2.96309 0.000432464
        8150     3.02881      2.9631 0.000432486
        8151     3.02903     2.96311 0.000432509
        8152     3.02924     2.96312 0.000432532
        8153     3.02944     2.96313 0.000432555
        8154     3.02963     2.96314 0.000432579
        8155     3.02981     2.96314 0.000432603
        8156     3.02996     2.96315 0.000432628
        8157      3.0301     2.96316 0.000432652
        8158      3.0302     2.96317 0.000432677
        8159     3.03027     2.96318 0.000432703
        8160     3.03031     2.96318 0.000432728
        8161     3.03031     2.96319 0.000432753
        8162     3.03027      2.9632 0.000432778
        8163     3.03018     2.96321 0.000432803
        8164     3.03004     2.96322 0.000432827
        8165     3.02985     2.96323 0.000432851
        8166     3.02961     2.96323 0.000432874
        8167      3.0293     2.96324 0.000432897
        8168     3.02894     2.96325 0.000432919
        8169     3.02852     2.96326 0.000432939
        8170     3.02803     2.96327 0.000432959
        8171     3.02748     2.96327 0.000432977
        8172     3.02686     2.96328 0.000432994
        8173     3.02617     2.96329  0.00043301
        8174     3.02541      2.9633 0.000433023
        8175     3.02458      2.9633 0.000433035
        8176     3.02368     2.96331 0.000433045
        8177     3.02271     2.96332 0.000433053
        8178     3.02167     2.96333 0.000433059
        8179     3.02057     2.96333 0.000433063
        8180     3.01939     2.96334 0.000433064
        8181     3.01816     2.96335 0.000433063
        8182     3.01686     2.96335 0.000433059
        8183      3.0155     2.96336 0.000433053
        8184     3.01409     2.96337 0.000433045
        8185     3.01263     2.96337 0.000433034
        8186     3.01112     2.96338  0.00043302
        8187     3.00957     2.96338 0.000433004
        8188     3.00799     2.96339 0.000432985
        8189     3.00639     2.96339 0.000432964
        8190     3.00476      2.9634 0.000432941
        8191     3.00312      2.9634 0.000432915
        8192     3.00148     2.96341 0.000432887
        8193     2.99985     2.96341 0.000432857
        8194     2.99823     2.96342 0.000432825
        8195     2.99664     2.96342 0.000432791
        8196     2.99508     2.96342 0.000432756
        8197     2.99357     2.96343 0.000432719
        8198     2.99212     2.96343  0.00043268
        8199     2.99074     2.96344  0.00043264
        8200     2.98944     2.96344 0.000432599
        8201     2.98823     2.96344 0.000432557
        8202     2.98712     2.96344 0.000432514
        8203     2.98613     2.96345  0.00043247
        8204     2.98526     2.96345 0.000432425
        8205     2.98452     2.96345  0.00043238
        8206     2.98393     2.96345 0.000432335
        8207     2.98349     2.96346 0.000432289
        8208     2.98321     2.96346 0.000432243
        8209     2.98309     2.96346 0.000432197
        8210     2.98314     2.96346 0.000432151
        8211     2.98337     2.96347 0.000432105
        8212     2.98377     2.96347 0.000432059
        8213     2.98434     2.96347 0.000432014
        8214     2.98508     2.96347  0.00043197
        8215       2.986     2.96348 0.000431926
        8216     2.98707     2.96348 0.000431883
        8217     2.98829     2.96348 0.000431841
        8218     2.98967     2.96349   0.0004318
        8219     2.99117     2.96349 0.000431761
        8220      2.9928     2.96349 0.000431723
        8221     2.99453      2.9635 0.000431687
        8222     2.99636      2.9635 0.000431653
        8223     2.99827     2.96351 0.000431621
        8224     3.00025     2.96351 0.000431592
        8225     3.00227     2.96351 0.000431565
        8226     3.00433     2.96352 0.000431541
        8227      3.0064     2.96352  0.00043152
        8228     3.00849     2.96353 0.000431502
        8229     3.01056     2.96354 0.000431488
        8230     3.01261     2.96354 0.000431476
        8231     3.01463     2.96355 0.000431469
        8232     3.01661     2.96355 0.000431464
        8233     3.01854     2.96356 0.000431464
        8234      3.0204     2.96357 0.000431466
        8235     3.02219     2.96358 0.000431473
        8236     3.02391     2.96358 0.000431483
        8237     3.02555     2.96359 0.000431496
        8238      3.0271      2.9636 0.000431512
        8239     3.02856     2.96361 0.000431532
        8240     3.02993     2.96361 0.000431555
        8241      3.0312     2.96362  0.00043158
        8242     3.03238     2.96363 0.000431608
        8243     3.03347     2.96364 0.000431639
        8244     3.03445     2.96365 0.000431672
        8245     3.03534     2.96366 0.000431707
        8246     3.03614     2.96366 0.000431745
        8247     3.03683     2.96367 0.000431783
        8248     3.03744     2.96368 0.000431824
        8249     3.03795     2.96369 0.000431865
        8250     3.03837      2.9637 0.000431908
        8251     3.03871     2.96371 0.000431951
        8252     3.03895     2.96372 0.000431995
        8253     3.03911     2.96373 0.000432039
        8254     3.03919     2.96374 0.000432083
        8255     3.03919     2.96375 0.000432128
        8256      3.0391     2.96376 0.000432172
        8257     3.03895     2.96376 0.000432215
        8258     3.03872     2.96377 0.000432258
        8259     3.03841     2.96378 0.000432301
        8260     3.03804     2.96379 0.000432342
        8261     3.03761      2.9638 0.000432382
        8262     3.03711     2.96381  0.00043242
        8263     3.03656     2.96382 0.000432458
        8264     3.03595     2.96383 0.000432493
        8265     3.03529     2.96384 0.000432527
        8266     3.03458     2.96384  0.00043256
        8267     3.03383     2.96385  0.00043259
        8268     3.03304     2.96386 0.000432619
        8269     3.03222     2.96387 0.000432646
        8270     3.03136     2.96388  0.00043267
        8271     3.03048     2.96389 0.000432693
        8272     3.02959     2.96389 0.000432713
        8273     3.02867      2.9639 0.000432732
        8274     3.02775     2.96391 0.000432748
        8275     3.02683     2.96392 0.000432763
        8276     3.02591     2.96392 0.000432776
        8277       3.025     2.96393 0.000432786
        8278     3.02411     2.96394 0.000432795
        8279     3.02323     2.96395 0.000432802
        8280     3.02238     2.96395 0.000432807
        8281     3.02156     2.96396 0.000432811
        8282     3.02078     2.96397 0.000432813
        8283     3.02005     2.96397 0.000432814
        8284     3.01936     2.96398 0.000432813
        8285     3.01872     2.96399 0.000432811
        8286     3.01815     2.96399 0.000432808
        8287     3.01763       2.964 0.000432804
        8288     3.01718     2.96401   0.0004328
        8289      3.0168     2.96401 0.000432794
        8290     3.01649     2.96402 0.000432789
        8291     3.01626     2.96403 0.000432782
        8292      3.0161     2.96403 0.000432776
        8293     3.01602     2.96404 0.000432769
        8294     3.01602     2.96404 0.000432762
        8295     3.01609     2.96405 0.000432755
        8296     3.01624     2.96406 0.000432749
        8297     3.01647     2.96406 0.000432743
        8298     3.01677     2.96407 0.000432737
        8299     3.01714     2.96408 0.000432732
        8300     3.01759     2.96408 0.000432728
        8301      3.0181     2.96409 0.000432725
        8302     3.01867      2.9641 0.000432723
        8303      3.0193      2.9641 0.000432722
        8304     3.01999     2.96411 0.000432722
        8305     3.02072     2.96412 0.000432724
        8306      3.0215     2.96412 0.000432727
        8307     3.02232     2.96413 0.000432731
        8308     3.02317     2.96414 0.000432738
        8309     3.02405     2.96414 0.000432746
        8310     3.02496     2.96415 0.000432755
        8311     3.02588     2.96416 0.000432767
        8312      3.0268     2.96417 0.000432781
        8313     3.02774     2.96417 0.000432796
        8314     3.02867     2.96418 0.000432814
        8315      3.0296     2.96419 0.000432833
        8316     3.03051      2.9642 0.000432854
        8317     3.03141     2.96421 0.000432878
        8318     3.03228     2.96421 0.000432903
        8319     3.03313     2.96422  0.00043293
        8320     3.03394     2.96423 0.000432959
        8321     3.03471     2.96424  0.00043299
        8322     3.03545     2.96425 0.000433023
        8323     3.03613     2.96426 0.000433057
        8324     3.03677     2.96426 0.000433092
        8325     3.03736     2.96427 0.000433129
        8326     3.03789     2.96428 0.000433168
        8327     3.03835     2.96429 0.000433207
        8328     3.03876      2.9643 0.000433247
        8329      3.0391     2.96431 0.000433288
        8330     3.03937     2.96432  0.00043333
        8331     3.03958     2.96433 0.000433372
        8332     3.03971     2.96434 0.000433414
        8333     3.03976     2.96435 0.000433457
        8334     3.03975     2.96435 0.000433499
        8335     3.03965     2.96436 0.000433542
        8336     3.03948     2.96437 0.000433583
        8337     3.03923     2.96438 0.000433624
        8338      3.0389     2.96439 0.000433664
        8339     3.03849      2.9644 0.000433703
        8340     3.03801     2.96441 0.000433741
        8341     3.03744     2.96442 0.000433777
        8342     3.03679     2.96443 0.000433812
        8343     3.03607     2.96443 0.000433845
        8344     3.03526     2.96444 0.000433876
        8345     3.03438     2.96445 0.000433905
        8346     3.03342     2.96446 0.000433932
        8347     3.03239     2.96447 0.000433956
        8348     3.03128     2.96448 0.000433978
        8349      3.0301     2.96448 0.000433997
        8350     3.02885     2.96449 0.000434014
        8351     3.02753      2.9645 0.000434027
        8352     3.02615     2.96451 0.000434038
        8353      3.0247     2.96451 0.000434046
        8354      3.0232     2.96452 0.000434051
        8355     3.02164     2.96453 0.000434053
        8356     3.02003     2.96453 0.000434052
        8357     3.01837     2.96454 0.000434047
        8358     3.01667     2.96455  0.00043404
        8359     3.01493     2.96455  0.00043403
        8360     3.01316     2.96456 0.000434017
        8361     3.01137     2.96456 0.000434001
        8362     3.00955     2.96457 0.000433983
        8363     3.00772     2.96457 0.000433962
        8364     3.00588     2.96458 0.000433938
        8365     3.00404     2.96458 0.000433912
        8366      3.0022     2.96459 0.000433883
        8367     3.00037     2.96459 0.000433852
        8368     2.99856      2.9646 0.000433819
        8369     2.99678      2.9646 0.000433785
        8370     2.99503      2.9646 0.000433748
        8371     2.99331     2.96461  0.00043371
        8372     2.99165     2.96461  0.00043367
        8373     2.99003     2.96461 0.000433629
        8374     2.98847     2.96462 0.000433586
        8375     2.98698     2.96462 0.000433543
        8376     2.98555     2.96462 0.000433498
        8377      2.9842     2.96462 0.000433453
        8378     2.98294     2.96463 0.000433407
        8379     2.98175     2.96463  0.00043336
        8380     2.98066     2.96463 0.000433312
        8381     2.97965     2.96463 0.000433264
        8382     2.97874     2.96463 0.000433216
        8383     2.97793     2.96464 0.000433167
        8384     2.97721     2.96464 0.000433118
        8385      2.9766     2.96464 0.000433069
        8386     2.97608     2.96464 0.000433019
        8387     2.97567     2.96464  0.00043297
        8388     2.97535     2.96464  0.00043292
        8389     2.97513     2.96464  0.00043287
        8390     2.97501     2.96464  0.00043282
        8391     2.97498     2.96465  0.00043277
        8392     2.97504     2.96465 0.000432721
        8393     2.97519     2.96465 0.000432671
        8394     2.97543     2.96465 0.000432621
        8395     2.97574     2.96465 0.000432572
        8396     2.97613     2.96465 0.000432522
        8397      2.9766     2.96465 0.000432473
        8398     2.97713     2.96466 0.000432424
        8399     2.97773     2.96466 0.000432376
        8400     2.97839     2.96466 0.000432327
        8401      2.9791     2.96466 0.000432279
        8402     2.97986     2.96466 0.000432231
        8403     2.98066     2.96466 0.000432184
        8404      2.9815     2.96467 0.000432137
        8405     2.98238     2.96467 0.000432091
        8406     2.98328     2.96467 0.000432045
        8407     2.98422     2.96467    0.000432
        8408     2.98517     2.96467 0.000431956
        8409     2.98613     2.96468 0.000431912
        8410     2.98711     2.96468 0.000431869
        8411      2.9881     2.96468 0.000431826
        8412     2.98909     2.96469 0.000431785
        8413     2.99008     2.96469 0.000431744
        8414     2.99106     2.96469 0.000431704
        8415     2.99204      2.9647 0.000431665
        8416     2.99301      2.9647 0.000431627
        8417     2.99397      2.9647  0.00043159
        8418     2.99491     2.96471 0.000431553
        8419     2.99583     2.96471 0.000431518
        8420     2.99674     2.96471 0.000431483
        8421     2.99762     2.96472  0.00043145
        8422     2.99848     2.96472 0.000431417
        8423     2.99932     2.96473 0.000431386
        8424     3.00012     2.96473 0.000431355
        8425     3.00091     2.96473 0.000431325
        8426     3.00166     2.96474 0.000431296
        8427     3.00238     2.96474 0.000431268
