# Generation Best_Length AvgBestHalf
1171 66.3358 70.5139
1172 66.3358 70.5139
1173 66.3358 70.5139
1174 66.3358 70.5139
1175 66.3358 70.5139
1176 66.3358 70.5139
1177 66.3358 70.5139
1178 66.3358 70.5139
1179 66.3358 70.5139
1180 66.3358 70.5139
1181 66.3358 70.5139
1182 66.3358 70.5139
1183 66.3358 70.5138
1184 66.3358 70.5088
1185 66.3358 70.4973
1186 66.3358 70.4961
1187 66.3358 70.4961
1188 66.3358 70.4961
1189 66.3358 70.4961
1190 66.3358 70.4961
1191 66.3358 70.4961
1192 66.3358 70.4961
1193 66.3358 70.4961
1194 66.3358 70.4961
1195 66.3358 70.4961
1196 66.3358 70.4961
1197 66.3358 70.493
1198 66.3358 70.488
1199 66.3358 70.4875
1200 66.3358 70.4875
1201 66.3358 70.4875
1202 66.3358 70.4875
1203 66.3358 70.4875
1204 66.3358 70.4875
1205 66.3358 70.4875
1206 66.3358 70.4875
1207 66.3358 70.4875
1208 66.3358 70.4929
1209 66.3358 70.486
1210 66.3358 70.4856
1211 66.3358 70.4856
1212 66.3358 70.4856
1213 66.3358 70.4856
1214 66.3358 70.4856
1215 66.3358 70.4856
1216 66.3358 70.4856
1217 66.3358 70.4856
1218 66.3358 70.4856
1219 66.3358 70.4856
1220 66.3358 70.4856
1221 66.3358 70.4856
1222 66.3358 70.4856
1223 66.3358 70.4856
1224 66.3358 70.4856
1225 66.3358 70.4856
1226 66.3358 70.4856
1227 66.3358 70.4856
1228 66.3358 70.4856
1229 66.3358 70.4856
1230 66.3358 70.4856
1231 66.3358 70.4856
1232 66.3358 70.4856
1233 66.3358 70.4823
1234 66.3358 70.478
1235 66.3358 70.4773
1236 66.3358 70.4773
1237 66.3358 70.4773
1238 66.3358 70.4773
1239 66.3358 70.4753
1240 66.3358 70.472
1241 66.3358 70.4718
1242 66.3358 70.4718
1243 66.3358 70.4718
1244 66.3358 70.4718
1245 66.3358 70.4718
1246 66.3358 70.4718
1247 66.3358 70.4718
1248 66.3358 70.4718
1249 66.3358 70.4718
1250 66.3358 70.4718
1251 66.3358 70.4717
1252 66.3358 70.4634
1253 66.3358 70.4497
1254 66.3358 70.4459
1255 66.3358 70.4403
1256 66.3358 70.4324
1257 66.3358 70.4218
1258 66.3358 70.4203
1259 66.3358 70.4203
1260 66.3358 70.4203
1261 66.3358 70.4203
1262 66.3358 70.4203
1263 66.3358 70.4203
1264 66.3358 70.4203
1265 66.3358 70.4203
1266 66.3358 70.4203
1267 66.3358 70.4203
1268 66.3358 70.4203
1269 66.3358 70.4203
1270 66.3358 70.4203
1271 66.3358 70.4203
1272 66.3358 70.4203
1273 66.3358 70.4203
1274 66.3358 70.4203
1275 66.3358 70.4203
1276 66.3358 70.4203
1277 66.3358 70.4198
1278 66.3358 70.3741
1279 66.3358 70.3109
1280 66.3358 70.3029
1281 66.3358 70.3029
1282 66.3358 70.3029
1283 66.3358 70.3029
1284 66.3358 70.3029
1285 66.3358 70.3029
1286 66.3358 70.2981
1287 66.3358 70.2523
1288 66.3358 70.2201
1289 66.3358 70.2154
1290 66.3358 70.2092
1291 66.3358 70.2088
1292 66.3358 70.2088
1293 66.3358 70.2088
1294 66.3358 70.2088
1295 66.3358 70.2087
1296 66.3358 70.2009
1297 66.3358 70.1785
1298 66.3358 70.1635
1299 66.3358 70.1634
1300 66.3358 70.1634
1301 66.3358 70.1634
1302 66.3358 70.1634
1303 66.3358 70.1634
1304 66.3358 70.1634
1305 66.3358 70.1634
1306 66.3358 70.1634
1307 66.3358 70.1634
1308 66.3358 70.1634
1309 66.3358 70.1634
1310 66.3358 70.1634
1311 66.3358 70.1634
1312 66.3358 70.1634
1313 66.3358 70.1634
1314 66.3358 70.1634
1315 66.3358 70.1634
1316 66.3358 70.1634
1317 66.3358 70.1634
1318 66.3358 70.1634
1319 66.3358 70.1633
1320 66.3358 70.1589
1321 66.3358 70.1523
1322 66.3358 70.1523
1323 66.3358 70.1523
1324 66.3358 70.1523
1325 66.3358 70.1523
1326 66.3358 70.1523
1327 66.3358 70.1523
1328 66.3358 70.1523
1329 66.3358 70.1523
1330 66.3358 70.1523
1331 66.3358 70.1523
1332 66.3358 70.1523
1333 66.3358 70.1523
1334 66.3358 70.1523
1335 66.3358 70.1523
1336 66.3358 70.1523
1337 66.3358 70.1523
1338 66.3358 70.1523
1339 66.3358 70.1523
1340 66.3358 70.1523
1341 66.3358 70.1523
1342 66.3358 70.1523
1343 66.3358 70.1523
1344 66.3358 70.1523
1345 66.3358 70.1523
1346 66.3358 70.1523
1347 66.3358 70.1523
1348 66.3358 70.1523
1349 66.3358 70.1523
1350 66.3358 70.1523
1351 66.3358 70.1523
1352 66.3358 70.1523
1353 66.3358 70.1523
1354 66.3358 70.1523
1355 66.3358 70.1523
1356 66.3358 70.1523
1357 66.3358 70.1523
1358 66.3358 70.1523
1359 66.3358 70.1523
1360 66.3358 70.1523
1361 66.3358 70.1523
1362 66.3358 70.1523
1363 66.3358 70.1523
1364 66.3358 70.1523
1365 66.3358 70.1523
1366 66.3358 70.1523
1367 66.3358 70.1523
1368 66.3358 70.1523
1369 66.3358 70.1523
1370 66.3358 70.1509
1371 66.3358 70.1484
1372 66.3358 70.1477
1373 66.3358 70.1477
1374 66.3358 70.1477
1375 66.3358 70.1477
1376 66.3358 70.1477
1377 66.3358 70.1477
1378 66.3358 70.1477
1379 66.3358 70.1477
1380 66.3358 70.1477
1381 66.3358 70.1476
1382 66.3358 70.1384
1383 66.3358 70.1217
1384 66.3358 70.1204
1385 66.3358 70.1204
1386 66.3358 70.1204
1387 66.3358 70.1204
1388 66.3358 70.1204
1389 66.3358 70.1204
1390 66.3358 70.1204
1391 66.3358 70.1204
1392 66.3358 70.1204
1393 66.3358 70.1204
1394 66.3358 70.1204
1395 66.3358 70.1204
1396 66.3358 70.1203
1397 66.3358 70.1168
1398 66.3358 70.1106
1399 66.3358 70.11
1400 66.3358 70.11
1401 66.3358 70.11
1402 66.3358 70.11
1403 66.3358 70.11
1404 66.3358 70.11
1405 66.3358 70.11
1406 66.3358 70.11
1407 66.3358 70.11
1408 66.3358 70.1073
1409 66.3358 70.1042
1410 66.3358 70.1038
1411 66.3358 70.1038
1412 66.3358 70.1038
1413 66.3358 70.1038
1414 66.3358 70.1038
1415 66.3358 70.1038
1416 66.3358 70.1038
1417 66.3358 70.1038
1418 66.3358 70.1038
1419 66.3358 70.1038
1420 66.3358 70.1038
1421 66.3358 70.1038
1422 66.3358 70.1038
1423 66.3358 70.1038
1424 66.3358 70.1038
1425 66.3358 70.1038
1426 66.3358 70.1038
1427 66.3358 70.1038
1428 66.3358 70.1038
1429 66.3358 70.1038
1430 66.3358 70.1038
1431 66.3358 70.1038
1432 66.3358 70.1038
1433 66.3358 70.1038
1434 66.3358 70.1038
1435 66.3358 70.1038
1436 66.3358 70.1038
1437 66.3358 70.1038
1438 66.3358 70.1038
1439 66.3358 70.1038
1440 66.3358 70.1038
1441 66.3358 70.1038
1442 66.3358 70.1038
1443 66.3358 70.1038
1444 66.3358 70.1038
1445 66.3358 70.1031
1446 66.3358 70.102
1447 66.3358 70.102
1448 66.3358 70.102
1449 66.3358 70.102
1450 66.3358 70.1019
1451 66.3358 70.0949
1452 66.3358 70.0825
1453 66.3358 70.0817
1454 66.3358 70.0817
1455 66.3358 70.0817
1456 66.3358 70.0817
1457 66.3358 70.0817
1458 66.3358 70.0817
1459 66.3358 70.0817
1460 66.3358 70.0817
1461 66.3358 70.0817
1462 66.3358 70.0817
1463 66.3358 70.0817
1464 66.3358 70.0817
1465 66.3358 70.0817
1466 66.3358 70.0817
1467 66.3358 70.0817
1468 66.3358 70.0817
1469 66.3358 70.0817
1470 66.3358 70.0817
1471 66.3358 70.0817
1472 66.3358 70.0817
1473 66.3358 70.0817
1474 66.3358 70.0817
1475 66.3358 70.0817
1476 66.3358 70.0817
1477 66.3358 70.0817
1478 66.3358 70.0817
1479 66.3358 70.0817
1480 66.3358 70.0817
1481 66.3358 70.0817
1482 66.3358 70.0815
1483 66.3358 70.0697
1484 66.3358 70.0496
1485 66.3358 70.0469
1486 66.3358 70.0469
1487 66.3358 70.0469
1488 66.3358 70.0469
1489 66.3358 70.0469
1490 66.3358 70.0469
1491 66.3358 70.0469
1492 66.3358 70.0469
1493 66.3358 70.0469
1494 66.3358 70.0469
1495 66.3358 70.0469
1496 66.3358 70.0469
1497 66.3358 70.0469
1498 66.3358 70.0469
1499 66.3358 70.0469
1500 66.3358 70.0469
1501 66.3358 70.0469
1502 66.3358 70.0469
1503 66.3358 70.0469
1504 66.3358 70.0469
1505 66.3358 70.0469
1506 66.3358 70.0469
1507 66.3358 70.0469
1508 66.3358 70.0469
1509 66.3358 70.0469
1510 66.3358 70.0469
1511 66.3358 70.0469
1512 66.3358 70.0469
1513 66.3358 70.0469
1514 66.3358 70.0467
1515 66.3358 70.046
1516 66.3358 70.0457
1517 66.3358 70.0457
1518 66.3358 70.0457
1519 66.3358 70.0457
1520 66.3358 70.0457
1521 66.3358 70.0457
1522 66.3358 70.0457
1523 66.3358 70.0457
1524 66.3358 70.0457
1525 66.3358 70.0412
1526 66.3358 70.034
1527 66.3358 70.0327
1528 66.3358 70.0327
1529 66.3358 70.0327
1530 66.3358 70.0327
1531 66.3358 70.0327
1532 66.3358 70.0327
1533 66.3358 70.0327
1534 66.3358 70.0327
1535 66.3358 70.0327
1536 66.3358 70.0327
1537 66.3358 70.0327
1538 66.3358 70.0327
1539 66.3358 70.0327
1540 66.3358 70.0327
1541 66.3358 70.0327
1542 66.3358 70.0327
1543 66.3358 70.0327
1544 66.3358 70.0327
1545 66.3358 70.0327
1546 66.3358 70.0327
1547 66.3358 70.0327
1548 66.3358 70.0327
1549 66.3358 70.0327
1550 66.3358 70.0327
1551 66.3358 70.0327
1552 66.3358 70.0327
1553 66.3358 70.0327
1554 66.3358 70.0327
1555 66.3358 70.0327
1556 66.3358 70.0317
1557 66.3358 70.0262
1558 66.3358 70.0241
1559 66.3358 70.0102
1560 66.3358 69.9954
1561 66.3358 69.9954
1562 66.3358 69.9954
1563 66.3358 69.9954
1564 66.3358 69.9954
1565 66.3358 69.9954
1566 66.3358 69.9954
1567 66.3358 69.9954
1568 66.3358 69.9954
1569 66.3358 69.9954
1570 66.3358 69.9954
1571 66.3358 69.9954
1572 66.3358 69.9954
1573 66.3358 69.9954
1574 66.3358 69.9954
1575 66.3358 69.9954
1576 66.3358 69.9954
1577 66.3358 69.9954
1578 66.3358 69.9954
1579 66.3358 69.9954
1580 66.3358 69.9954
1581 66.3358 69.9954
1582 66.3358 69.9954
1583 66.3358 69.9954
1584 66.3358 69.9954
1585 66.3358 69.9954
1586 66.3358 69.9954
1587 66.3358 69.9953
1588 66.3358 69.9891
1589 66.3358 69.9808
1590 66.3358 69.9808
1591 66.3358 69.9808
1592 66.3358 69.9808
1593 66.3358 69.9808
1594 66.3358 69.9808
1595 66.3358 69.9808
1596 66.3358 69.9808
1597 66.3358 69.9808
1598 66.3358 69.9808
1599 66.3358 69.9808
1600 66.3358 69.9808
1601 66.3358 69.9808
1602 66.3358 69.9808
1603 66.3358 69.9808
1604 66.3358 69.9808
1605 66.3358 69.9806
1606 66.3358 69.9682
1607 66.3358 69.9416
1608 66.3358 69.9206
1609 66.3358 69.8978
1610 66.3358 69.8974
1611 66.3358 69.8974
1612 66.3358 69.8974
1613 66.3358 69.8974
1614 66.3358 69.8974
1615 66.3358 69.8974
1616 66.3358 69.8974
1617 66.3358 69.8974
1618 66.3358 69.8974
1619 66.3358 69.8974
1620 66.3358 69.8974
1621 66.3358 69.8974
1622 66.3358 69.8974
1623 66.3358 69.8974
1624 66.3358 69.8974
1625 66.3358 69.8974
1626 66.3358 69.8974
1627 66.3358 69.8974
1628 66.3358 69.8974
1629 66.3358 69.8974
1630 66.3358 69.8974
1631 66.3358 69.8974
1632 66.3358 69.8974
1633 66.3358 69.8974
1634 66.3358 69.8972
1635 66.3358 69.8826
1636 66.3358 69.8594
1637 66.3358 69.8594
1638 66.3358 69.8594
1639 66.3358 69.8594
1640 66.3358 69.8594
1641 66.3358 69.8594
1642 66.3358 69.8594
1643 66.3358 69.8594
1644 66.3358 69.8594
1645 66.3358 69.8594
1646 66.3358 69.8594
1647 66.3358 69.8594
1648 66.3358 69.8594
1649 66.3358 69.8594
1650 66.3358 69.8594
1651 66.3358 69.8594
1652 66.3358 69.8594
1653 66.3358 69.8594
1654 66.3358 69.8594
1655 66.3358 69.8594
1656 66.3358 69.8594
1657 66.3358 69.8594
1658 66.3358 69.8594
1659 66.3358 69.8594
1660 66.3358 69.8594
1661 66.3358 69.8594
1662 66.3358 69.8594
1663 66.3358 69.8594
1664 66.3358 69.8594
1665 66.3358 69.8594
1666 66.3358 69.8594
1667 66.3358 69.8594
1668 66.3358 69.8594
1669 66.3358 69.8594
1670 66.3358 69.8594
1671 66.3358 69.8594
1672 66.3358 69.8594
1673 66.3358 69.8594
1674 66.3358 69.8594
1675 66.3358 69.8567
1676 66.3358 69.8515
1677 66.3358 69.8515
1678 66.3358 69.8515
1679 66.3358 69.8515
1680 66.3358 69.8514
1681 66.3358 69.8494
1682 66.3358 69.8459
1683 66.3358 69.8459
1684 66.3358 69.8459
1685 66.3358 69.8459
1686 66.3358 69.8459
1687 66.3358 69.8459
1688 66.3358 69.8459
1689 66.3358 69.8459
1690 66.3358 69.8459
1691 66.3358 69.8459
1692 66.3358 69.8459
1693 66.3358 69.8459
1694 66.3358 69.8459
1695 66.3358 69.8459
1696 66.3358 69.8459
1697 66.3358 69.8459
1698 66.3358 69.8459
1699 66.3358 69.8459
1700 66.3358 69.8459
1701 66.3358 69.8459
1702 66.3358 69.8459
1703 66.3358 69.8459
1704 66.3358 69.8459
1705 66.3358 69.8459
1706 66.3358 69.8459
1707 66.3358 69.8459
1708 66.3358 69.8459
1709 66.3358 69.8459
1710 66.3358 69.8459
1711 66.3358 69.8459
1712 66.3358 69.8459
1713 66.3358 69.8459
1714 66.3358 69.8459
1715 66.3358 69.8459
1716 66.3358 69.8459
1717 66.3358 69.8459
1718 66.3358 69.8459
1719 66.3358 69.8459
1720 66.3358 69.8459
1721 66.3358 69.8459
1722 66.3358 69.8459
1723 66.3358 69.8459
1724 66.3358 69.8459
1725 66.3358 69.8459
1726 66.3358 69.8459
1727 66.3358 69.8459
1728 66.3358 69.8459
1729 66.3358 69.8459
1730 66.3358 69.8459
1731 66.3358 69.8459
1732 66.3358 69.8459
1733 66.3358 69.8459
1734 66.3358 69.8459
1735 66.3358 69.8459
1736 66.3358 69.8459
1737 66.3358 69.8459
1738 66.3358 69.8459
1739 66.3358 69.8459
1740 66.3358 69.8459
1741 66.3358 69.8459
1742 66.3358 69.8459
1743 66.3358 69.8459
1744 66.3358 69.8459
1745 66.3358 69.8459
1746 66.3358 69.8459
1747 66.3358 69.8459
1748 66.3358 69.8459
1749 66.3358 69.8459
1750 66.3358 69.8459
1751 66.3358 69.8459
1752 66.3358 69.8459
1753 66.3358 69.8459
1754 66.3358 69.8459
1755 66.3358 69.8459
1756 66.3358 69.8459
1757 66.3358 69.8459
1758 66.3358 69.8459
1759 66.3358 69.8459
1760 66.3358 69.8459
1761 66.3358 69.8459
1762 66.3358 69.8459
1763 66.3358 69.8459
1764 66.3358 69.8459
1765 66.3358 69.8459
1766 66.3358 69.8459
1767 66.3358 69.8459
1768 66.3358 69.8459
1769 66.3358 69.8459
1770 66.3358 69.8459
1771 66.3358 69.8459
1772 66.3358 69.8459
1773 66.3358 69.8459
1774 66.3358 69.8452
1775 66.3358 69.8434
1776 66.3358 69.8433
1777 66.3358 69.8432
1778 66.3358 69.842
1779 66.3358 69.8397
1780 66.3358 69.8394
1781 66.3358 69.8394
1782 66.3358 69.8394
1783 66.3358 69.8394
1784 66.3358 69.8394
1785 66.3358 69.8381
1786 66.3358 69.8363
1787 66.3358 69.8362
1788 66.3358 69.8292
1789 66.3358 69.819
1790 66.3358 69.8179
1791 66.3358 69.8178
1792 66.3358 69.8112
1793 66.3358 69.8016
1794 66.3358 69.799
1795 66.3358 69.7988
1796 66.3358 69.7908
1797 66.3358 69.7723
1798 66.3358 69.7709
1799 66.3358 69.7566
1800 66.3358 69.7332
1801 66.3358 69.7275
1802 66.3358 69.7275
1803 66.3358 69.7275
1804 66.3358 69.7275
1805 66.3358 69.7275
1806 66.3358 69.7275
1807 66.3358 69.7275
1808 66.3358 69.7275
1809 66.3358 69.7275
1810 66.3358 69.7275
1811 66.3358 69.7275
1812 66.3358 69.7275
1813 66.3358 69.7275
1814 66.3358 69.7275
1815 66.3358 69.7275
1816 66.3358 69.7275
1817 66.3358 69.7275
1818 66.3358 69.7275
1819 66.3358 69.7275
1820 66.3358 69.7275
1821 66.3358 69.7275
1822 66.3358 69.7275
1823 66.3358 69.7275
1824 66.3358 69.7275
1825 66.3358 69.7275
1826 66.3358 69.7275
1827 66.3358 69.7275
1828 66.3358 69.7275
1829 66.3358 69.7275
1830 66.3358 69.7275
1831 66.3358 69.7275
1832 66.3358 69.7275
1833 66.3358 69.7275
1834 66.3358 69.7275
1835 66.3358 69.7275
1836 66.3358 69.7275
1837 66.3358 69.7275
1838 66.3358 69.7275
1839 66.3358 69.7275
1840 66.3358 69.7275
1841 66.3358 69.7275
1842 66.3358 69.7275
1843 66.3358 69.7275
1844 66.3358 69.7275
1845 66.3358 69.7275
1846 66.3358 69.7275
1847 66.3358 69.7275
1848 66.3358 69.7275
1849 66.3358 69.7275
1850 66.3358 69.7275
1851 66.3358 69.7275
1852 66.3358 69.7275
1853 66.3358 69.7275
1854 66.3358 69.7275
1855 66.3358 69.7275
1856 66.3358 69.7275
1857 66.3358 69.7275
1858 66.3358 69.7275
1859 66.3358 69.7275
1860 66.3358 69.7275
1861 66.3358 69.7275
1862 66.3358 69.7275
1863 66.3358 69.7275
1864 66.3358 69.7275
1865 66.3358 69.7275
1866 66.3358 69.7275
1867 66.3358 69.7275
1868 66.3358 69.7275
1869 66.3358 69.7275
1870 66.3358 69.7275
1871 66.3358 69.7275
1872 66.3358 69.7275
1873 66.3358 69.7275
1874 66.3358 69.7275
1875 66.3358 69.7275
1876 66.3358 69.7275
1877 66.3358 69.7275
1878 66.3358 69.7275
1879 66.3358 69.7275
1880 66.3358 69.7275
1881 66.3358 69.7275
1882 66.3358 69.7275
1883 66.3358 69.7275
1884 66.3358 69.7275
1885 66.3358 69.7275
1886 66.3358 69.7275
1887 66.3358 69.7275
1888 66.3358 69.7275
1889 66.3358 69.7275
1890 66.3358 69.7275
1891 66.3358 69.7275
1892 66.3358 69.7275
1893 66.3358 69.7275
1894 66.3358 69.7275
1895 66.3358 69.7275
1896 66.3358 69.7275
1897 66.3358 69.7275
1898 66.3358 69.7275
1899 66.3358 69.7275
1900 66.3358 69.7275
1901 66.3358 69.7275
1902 66.3358 69.7275
1903 66.3358 69.7275
1904 66.3358 69.7275
1905 66.3358 69.7275
1906 66.3358 69.7275
1907 66.3358 69.7275
1908 66.3358 69.7275
1909 66.3358 69.7275
1910 66.3358 69.7275
1911 66.3358 69.7275
1912 66.3358 69.7275
1913 66.3358 69.7275
1914 66.3358 69.7275
1915 66.3358 69.7275
1916 66.3358 69.7275
1917 66.3358 69.7275
1918 66.3358 69.7275
1919 66.3358 69.7275
1920 66.3358 69.7275
1921 66.3358 69.7275
1922 66.3358 69.7275
1923 66.3358 69.7275
1924 66.3358 69.7275
1925 66.3358 69.7275
1926 66.3358 69.7275
1927 66.3358 69.7275
1928 66.3358 69.7275
1929 66.3358 69.7275
1930 66.3358 69.7275
1931 66.3358 69.7275
1932 66.3358 69.7275
1933 66.3358 69.7275
1934 66.3358 69.7275
1935 66.3358 69.7275
1936 66.3358 69.7275
1937 66.3358 69.7275
1938 66.3358 69.7275
1939 66.3358 69.7275
1940 66.3358 69.7275
1941 66.3358 69.7275
1942 66.3358 69.7275
1943 66.3358 69.7274
1944 66.3358 69.722
1945 66.3358 69.7154
1946 66.3358 69.7144
1947 66.3358 69.7144
1948 66.3358 69.7144
1949 66.3358 69.7144
1950 66.3358 69.7144
1951 66.3358 69.7144
1952 66.3358 69.7144
1953 66.3358 69.7144
1954 66.3358 69.7144
1955 66.3358 69.7144
1956 66.3358 69.7144
1957 66.3358 69.7144
1958 66.3358 69.7144
1959 66.3358 69.7144
1960 66.3358 69.7144
1961 66.3358 69.7144
1962 66.3358 69.7144
1963 66.3358 69.7144
1964 66.3358 69.7144
1965 66.3358 69.7144
1966 66.3358 69.7144
1967 66.3358 69.7144
1968 66.3358 69.7144
1969 66.3358 69.7144
1970 66.3358 69.7144
1971 66.3358 69.7144
1972 66.3358 69.7144
1973 66.3358 69.7144
1974 66.3358 69.7144
1975 66.3358 69.7144
1976 66.3358 69.7144
1977 66.3358 69.7144
1978 66.3358 69.7144
1979 66.3358 69.7144
1980 66.3358 69.7144
1981 66.3358 69.7144
1982 66.3358 69.7144
1983 66.3358 69.7144
1984 66.3358 69.7144
1985 66.3358 69.7144
1986 66.3358 69.7144
1987 66.3358 69.7144
1988 66.3358 69.7144
1989 66.3358 69.7144
1990 66.3358 69.7144
1991 66.3358 69.7144
1992 66.3358 69.7144
1993 66.3358 69.7144
1994 66.3358 69.7144
1995 66.3358 69.7144
1996 66.3358 69.7144
1997 66.3358 69.7144
1998 66.3358 69.7144
1999 66.3358 69.7144
2000 66.3358 69.7144
2001 66.3358 69.7144
2002 66.3358 69.7144
2003 66.3358 69.7144
2004 66.3358 69.7144
2005 66.3358 69.7144
2006 66.3358 69.7144
2007 66.3358 69.7144
2008 66.3358 69.7144
2009 66.3358 69.7144
2010 66.3358 69.7144
2011 66.3358 69.7144
2012 66.3358 69.7123
2013 66.3358 69.6911
2014 66.3358 69.6818
2015 66.3358 69.6818
2016 66.3358 69.6818
2017 66.3358 69.6818
2018 66.3358 69.6818
2019 66.3358 69.6818
2020 66.3358 69.6818
2021 66.3358 69.6818
2022 66.3358 69.6818
2023 66.3358 69.6818
2024 66.3358 69.6818
2025 66.3358 69.6818
2026 66.3358 69.6818
2027 66.3358 69.6818
2028 66.3358 69.6818
2029 66.3358 69.6818
2030 66.3358 69.6818
2031 66.3358 69.6818
2032 66.3358 69.6818
2033 66.3358 69.6818
2034 66.3358 69.6818
2035 66.3358 69.6818
2036 66.3358 69.6818
2037 66.3358 69.6818
2038 66.3358 69.6818
2039 66.3358 69.6818
2040 66.3358 69.6818
2041 66.3358 69.6818
2042 66.3358 69.6818
2043 66.3358 69.6818
2044 66.3358 69.6818
2045 66.3358 69.6818
2046 66.3358 69.6818
2047 66.3358 69.6818
2048 66.3358 69.6818
2049 66.3358 69.6818
2050 66.3358 69.6818
2051 66.3358 69.6818
2052 66.3358 69.6818
2053 66.3358 69.6818
2054 66.3358 69.6818
2055 66.3358 69.6818
2056 66.3358 69.6818
2057 66.3358 69.6818
2058 66.3358 69.6818
2059 66.3358 69.6818
2060 66.3358 69.6818
2061 66.3358 69.6818
2062 66.3358 69.6818
2063 66.3358 69.6818
2064 66.3358 69.6818
2065 66.3358 69.6818
2066 66.3358 69.6818
2067 66.3358 69.6818
2068 66.3358 69.6818
2069 66.3358 69.6818
2070 66.3358 69.6818
2071 66.3358 69.6818
2072 66.3358 69.6817
2073 66.3358 69.6813
2074 66.3358 69.6677
2075 66.3358 69.6667
2076 66.3358 69.6667
2077 66.3358 69.6667
2078 66.3358 69.6667
2079 66.3358 69.6667
2080 66.3358 69.6667
2081 66.3358 69.6667
2082 66.3358 69.6667
2083 66.3358 69.6667
2084 66.3358 69.6667
2085 66.3358 69.6667
2086 66.3358 69.6667
2087 66.3358 69.6667
2088 66.3358 69.6667
2089 66.3358 69.6667
2090 66.3358 69.6667
2091 66.3358 69.6667
2092 66.3358 69.6667
2093 66.3358 69.6667
2094 66.3358 69.6667
2095 66.3358 69.6667
2096 66.3358 69.6667
2097 66.3358 69.6667
2098 66.3358 69.6667
2099 66.3358 69.6667
2100 66.3358 69.6643
2101 66.3358 69.658
2102 66.3358 69.6573
2103 66.3358 69.6573
2104 66.3358 69.6573
2105 66.3358 69.6573
2106 66.3358 69.6572
2107 66.3358 69.6491
2108 66.3358 69.6356
2109 66.3358 69.6356
2110 66.3358 69.6356
2111 66.3358 69.6356
2112 66.3358 69.6356
2113 66.3358 69.6356
2114 66.3358 69.6356
2115 66.3358 69.6356
2116 66.3358 69.6356
2117 66.3358 69.6356
2118 66.3358 69.6356
2119 66.3358 69.6356
2120 66.3358 69.6356
2121 66.3358 69.6356
2122 66.3358 69.6356
2123 66.3358 69.6356
2124 66.3358 69.6356
2125 66.3358 69.6356
2126 66.3358 69.6356
2127 66.3358 69.6356
2128 66.3358 69.6356
2129 66.3358 69.6356
2130 66.3358 69.6356
2131 66.3358 69.6356
2132 66.3358 69.6356
2133 66.3358 69.6356
2134 66.3358 69.6356
2135 66.3358 69.6356
2136 66.3358 69.6356
2137 66.3358 69.6356
2138 66.3358 69.6356
2139 66.3358 69.6356
2140 66.3358 69.6356
2141 66.3358 69.6356
2142 66.3358 69.6356
2143 66.3358 69.6356
2144 66.3358 69.6356
2145 66.3358 69.6356
2146 66.3358 69.6356
2147 66.3358 69.6356
2148 66.3358 69.6356
2149 66.3358 69.6356
2150 66.3358 69.6356
2151 66.3358 69.6356
2152 66.3358 69.6356
2153 66.3358 69.6356
2154 66.3358 69.6356
2155 66.3358 69.6356
2156 66.3358 69.6356
2157 66.3358 69.6356
2158 66.3358 69.6356
2159 66.3358 69.6356
2160 66.3358 69.6356
2161 66.3358 69.6356
2162 66.3358 69.6356
2163 66.3358 69.6356
2164 66.3358 69.6356
2165 66.3358 69.6356
2166 66.3358 69.6356
2167 66.3358 69.6356
2168 66.3358 69.6356
2169 66.3358 69.6356
2170 66.3358 69.6356
2171 66.3358 69.6356
2172 66.3358 69.6356
2173 66.3358 69.6356
2174 66.3358 69.6356
2175 66.3358 69.6356
2176 66.3358 69.6356
2177 66.3358 69.6356
2178 66.3358 69.6356
2179 66.3358 69.6356
2180 66.3358 69.6356
2181 66.3358 69.6356
2182 66.3358 69.6356
2183 66.3358 69.6356
2184 66.3358 69.6356
2185 66.3358 69.6356
2186 66.3358 69.6356
2187 66.3358 69.6356
2188 66.3358 69.6356
2189 66.3358 69.6356
2190 66.3358 69.6356
2191 66.3358 69.6356
2192 66.3358 69.6356
2193 66.3358 69.6356
2194 66.3358 69.6356
2195 66.3358 69.6356
2196 66.3358 69.6356
2197 66.3358 69.6356
2198 66.3358 69.6356
2199 66.3358 69.6356
2200 66.3358 69.6356
2201 66.3358 69.6356
2202 66.3358 69.6356
2203 66.3358 69.6356
2204 66.3358 69.6356
2205 66.3358 69.6356
2206 66.3358 69.6356
2207 66.3358 69.6356
2208 66.3358 69.6356
2209 66.3358 69.6356
2210 66.3358 69.6356
2211 66.3358 69.6356
2212 66.3358 69.6356
2213 66.3358 69.6356
2214 66.3358 69.6356
2215 66.3358 69.6356
2216 66.3358 69.6356
2217 66.3358 69.6356
2218 66.3358 69.6356
2219 66.3358 69.6356
2220 66.3358 69.6356
2221 66.3358 69.6356
2222 66.3358 69.6356
2223 66.3358 69.6356
2224 66.3358 69.6356
2225 66.3358 69.6356
2226 66.3358 69.6356
2227 66.3358 69.6356
2228 66.3358 69.6356
2229 66.3358 69.6356
2230 66.3358 69.6356
2231 66.3358 69.6356
2232 66.3358 69.6356
2233 66.3358 69.6356
2234 66.3358 69.6356
2235 66.3358 69.6356
2236 66.3358 69.6356
2237 66.3358 69.6356
2238 66.3358 69.6356
2239 66.3358 69.6356
2240 66.3358 69.6356
2241 66.3358 69.6356
2242 66.3358 69.6356
2243 66.3358 69.6356
2244 66.3358 69.6356
2245 66.3358 69.6356
2246 66.3358 69.6356
2247 66.3358 69.6356
