#     BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
       21845    -0.35151   -0.342156 0.000304985
       21846   -0.351153   -0.342157 0.000304971
       21847   -0.350777   -0.342157 0.000304957
       21848   -0.350383   -0.342157 0.000304943
       21849   -0.349967   -0.342158  0.00030493
       21850   -0.349534   -0.342158 0.000304916
       21851   -0.349088   -0.342158 0.000304902
       21852   -0.348627   -0.342159 0.000304888
       21853   -0.348147   -0.342159 0.000304875
       21854   -0.347661   -0.342159 0.000304861
       21855   -0.347151   -0.342159 0.000304847
       21856    -0.34663    -0.34216 0.000304833
       21857   -0.346092    -0.34216 0.000304819
       21858   -0.345539    -0.34216 0.000304805
       21859   -0.344976    -0.34216 0.000304791
       21860   -0.344395    -0.34216 0.000304777
       21861   -0.343797    -0.34216 0.000304763
       21862   -0.343189    -0.34216 0.000304749
       21863   -0.342567    -0.34216 0.000304735
       21864   -0.341926    -0.34216 0.000304722
       21865   -0.341273    -0.34216 0.000304708
       21866   -0.340605    -0.34216 0.000304694
       21867   -0.339926    -0.34216  0.00030468
       21868   -0.339229    -0.34216 0.000304666
       21869   -0.338518    -0.34216 0.000304652
       21870   -0.337792    -0.34216 0.000304638
       21871   -0.337048   -0.342159 0.000304624
       21872   -0.336292   -0.342159  0.00030461
       21873   -0.335522   -0.342159 0.000304597
       21874   -0.334738   -0.342158 0.000304583
       21875   -0.333936   -0.342158 0.000304569
       21876   -0.333122   -0.342158 0.000304556
       21877   -0.332295   -0.342157 0.000304542
       21878   -0.331456   -0.342157 0.000304529
       21879   -0.330601   -0.342156 0.000304515
       21880   -0.329732   -0.342156 0.000304502
       21881   -0.328859   -0.342155 0.000304488
       21882   -0.327971   -0.342154 0.000304475
       21883   -0.327073   -0.342154 0.000304462
       21884   -0.326169   -0.342153 0.000304449
       21885   -0.325256   -0.342152 0.000304436
       21886   -0.324345   -0.342151 0.000304423
       21887   -0.323432    -0.34215  0.00030441
       21888   -0.322522    -0.34215 0.000304398
       21889   -0.321618   -0.342149 0.000304385
       21890   -0.320726   -0.342148 0.000304373
       21891   -0.319841   -0.342147 0.000304361
       21892    -0.31896   -0.342146 0.000304349
       21893   -0.318104   -0.342144 0.000304337
       21894   -0.317274   -0.342143 0.000304325
       21895   -0.316465   -0.342142 0.000304314
       21896    -0.31569   -0.342141 0.000304302
       21897   -0.314941    -0.34214 0.000304291
       21898   -0.314228   -0.342138 0.000304279
       21899   -0.313558   -0.342137 0.000304268
       21900    -0.31294   -0.342136 0.000304257
       21901   -0.312368   -0.342134 0.000304246
       21902   -0.311852   -0.342133 0.000304236
       21903   -0.311388   -0.342132 0.000304225
       21904   -0.310986    -0.34213 0.000304215
       21905   -0.310648   -0.342129 0.000304204
       21906   -0.310374   -0.342127 0.000304194
       21907   -0.310167   -0.342126 0.000304183
       21908    -0.31003   -0.342124 0.000304173
       21909   -0.309964   -0.342123 0.000304163
       21910   -0.309969   -0.342121 0.000304152
       21911   -0.310041    -0.34212 0.000304142
       21912   -0.310179   -0.342119 0.000304131
       21913   -0.310384   -0.342117 0.000304121
       21914   -0.310661   -0.342116 0.000304111
       21915   -0.311005   -0.342114   0.0003041
       21916   -0.311404   -0.342113 0.000304089
       21917   -0.311869   -0.342111 0.000304079
       21918   -0.312393    -0.34211 0.000304068
       21919   -0.312966   -0.342109 0.000304057
       21920   -0.313585   -0.342107 0.000304046
       21921   -0.314245   -0.342106 0.000304034
       21922   -0.314949   -0.342105 0.000304023
       21923   -0.315685   -0.342104 0.000304012
       21924    -0.31645   -0.342103    0.000304
       21925   -0.317239   -0.342101 0.000303988
       21926   -0.318046     -0.3421 0.000303976
       21927   -0.318872   -0.342099 0.000303964
       21928   -0.319708   -0.342098 0.000303952
       21929   -0.320547   -0.342097  0.00030394
       21930   -0.321387   -0.342096 0.000303928
       21931   -0.322224   -0.342095 0.000303915
       21932   -0.323054   -0.342095 0.000303902
       21933   -0.323875   -0.342094  0.00030389
       21934   -0.324678   -0.342093 0.000303877
       21935   -0.325465   -0.342092 0.000303864
       21936   -0.326229   -0.342091 0.000303851
       21937   -0.326973   -0.342091 0.000303838
       21938   -0.327692    -0.34209 0.000303825
       21939   -0.328378    -0.34209 0.000303812
       21940   -0.329038   -0.342089 0.000303798
       21941   -0.329672   -0.342088 0.000303785
       21942   -0.330274   -0.342088 0.000303772
       21943   -0.330843   -0.342087 0.000303758
       21944   -0.331376   -0.342087 0.000303745
       21945   -0.331878   -0.342086 0.000303731
       21946   -0.332344   -0.342086 0.000303718
       21947    -0.33277   -0.342085 0.000303704
       21948   -0.333164   -0.342085 0.000303691
       21949   -0.333525   -0.342085 0.000303677
       21950   -0.333849   -0.342084 0.000303663
       21951    -0.33414   -0.342084  0.00030365
       21952   -0.334391   -0.342084 0.000303636
       21953   -0.334609   -0.342083 0.000303623
       21954   -0.334798   -0.342083 0.000303609
       21955   -0.334953   -0.342083 0.000303595
       21956   -0.335073   -0.342082 0.000303582
       21957   -0.335164   -0.342082 0.000303568
       21958   -0.335219   -0.342082 0.000303554
       21959   -0.335245   -0.342081 0.000303541
       21960   -0.335238   -0.342081 0.000303527
       21961   -0.335207   -0.342081 0.000303513
       21962   -0.335142    -0.34208   0.0003035
       21963   -0.335051    -0.34208 0.000303486
       21964   -0.334932    -0.34208 0.000303472
       21965   -0.334784   -0.342079 0.000303459
       21966   -0.334612   -0.342079 0.000303445
       21967   -0.334418   -0.342079 0.000303431
       21968   -0.334196   -0.342078 0.000303418
       21969   -0.333949   -0.342078 0.000303404
       21970    -0.33368   -0.342078 0.000303391
       21971   -0.333388   -0.342077 0.000303377
       21972   -0.333071   -0.342077 0.000303364
       21973   -0.332738   -0.342076  0.00030335
       21974   -0.332383   -0.342076 0.000303337
       21975   -0.332009   -0.342075 0.000303323
       21976   -0.331618   -0.342075  0.00030331
       21977   -0.331206   -0.342075 0.000303296
       21978   -0.330777   -0.342074 0.000303283
       21979   -0.330333   -0.342073  0.00030327
       21980    -0.32988   -0.342073 0.000303256
       21981   -0.329411   -0.342072 0.000303243
       21982   -0.328929   -0.342072  0.00030323
       21983   -0.328439   -0.342071 0.000303217
       21984   -0.327945    -0.34207 0.000303204
       21985   -0.327437    -0.34207 0.000303191
       21986   -0.326931   -0.342069 0.000303178
       21987   -0.326418   -0.342068 0.000303165
       21988   -0.325901   -0.342068 0.000303152
       21989   -0.325383   -0.342067 0.000303139
       21990   -0.324869   -0.342066 0.000303126
       21991   -0.324354   -0.342065 0.000303113
       21992   -0.323846   -0.342065 0.000303101
       21993   -0.323343   -0.342064 0.000303088
       21994   -0.322855   -0.342063 0.000303076
       21995    -0.32237   -0.342062 0.000303063
       21996   -0.321909   -0.342061 0.000303051
       21997    -0.32146    -0.34206 0.000303038
       21998   -0.321024   -0.342059 0.000303026
       21999   -0.320607   -0.342058 0.000303014
       22000   -0.320213   -0.342057 0.000303002
       22001   -0.319842   -0.342056  0.00030299
       22002   -0.319496   -0.342055 0.000302978
       22003   -0.319178   -0.342054 0.000302966
       22004   -0.318888   -0.342053 0.000302954
       22005   -0.318625   -0.342052 0.000302942
       22006   -0.318396   -0.342051  0.00030293
       22007   -0.318191    -0.34205 0.000302918
       22008   -0.318023   -0.342049 0.000302906
       22009    -0.31789   -0.342048 0.000302895
       22010   -0.317781   -0.342046 0.000302883
       22011   -0.317709   -0.342045 0.000302871
       22012   -0.317673   -0.342044 0.000302859
       22013   -0.317667   -0.342043 0.000302848
       22014   -0.317692   -0.342042 0.000302836
       22015   -0.317749   -0.342041 0.000302824
       22016   -0.317839    -0.34204 0.000302812
       22017   -0.317959   -0.342039 0.000302801
       22018   -0.318108   -0.342038 0.000302789
       22019   -0.318282   -0.342037 0.000302777
       22020   -0.318487   -0.342036 0.000302765
       22021   -0.318712   -0.342034 0.000302753
       22022    -0.31896   -0.342033 0.000302741
       22023   -0.319225   -0.342032 0.000302729
       22024   -0.319507   -0.342031 0.000302717
       22025   -0.319805    -0.34203 0.000302705
       22026   -0.320114   -0.342029 0.000302693
       22027   -0.320437   -0.342028 0.000302681
       22028   -0.320768   -0.342027 0.000302669
       22029   -0.321102   -0.342026 0.000302657
       22030   -0.321437   -0.342026 0.000302644
       22031   -0.321769   -0.342025 0.000302632
       22032   -0.322104   -0.342024  0.00030262
       22033   -0.322427   -0.342023 0.000302607
       22034   -0.322735   -0.342022 0.000302595
       22035   -0.323033   -0.342021 0.000302582
       22036   -0.323315    -0.34202  0.00030257
       22037   -0.323583   -0.342019 0.000302557
       22038   -0.323826   -0.342019 0.000302544
       22039   -0.324046   -0.342018 0.000302532
       22040    -0.32424   -0.342017 0.000302519
       22041   -0.324404   -0.342016 0.000302506
       22042   -0.324535   -0.342015 0.000302494
       22043    -0.32463   -0.342015 0.000302481
       22044   -0.324683   -0.342014 0.000302468
       22045   -0.324696   -0.342013 0.000302456
       22046   -0.324673   -0.342012 0.000302443
       22047   -0.324594   -0.342011  0.00030243
       22048    -0.32447   -0.342011 0.000302418
       22049   -0.324297    -0.34201 0.000302405
       22050   -0.324068   -0.342009 0.000302392
       22051   -0.323782   -0.342008  0.00030238
       22052   -0.323439   -0.342007 0.000302367
       22053    -0.32304   -0.342006 0.000302355
       22054   -0.322581   -0.342006 0.000302342
       22055   -0.322061   -0.342005  0.00030233
       22056   -0.321478   -0.342004 0.000302318
       22057   -0.320835   -0.342003 0.000302306
       22058   -0.320126   -0.342002 0.000302293
       22059   -0.319356   -0.342001 0.000302281
       22060   -0.318517      -0.342  0.00030227
       22061   -0.317621   -0.341999 0.000302258
       22062   -0.316664   -0.341997 0.000302246
       22063   -0.315656   -0.341996 0.000302235
       22064   -0.314594   -0.341995 0.000302224
       22065   -0.313474   -0.341994 0.000302213
       22066   -0.312313   -0.341992 0.000302202
       22067    -0.31111   -0.341991 0.000302192
       22068   -0.309871    -0.34199 0.000302182
       22069     -0.3086   -0.341988 0.000302172
       22070   -0.307315   -0.341986 0.000302162
       22071   -0.306009   -0.341985 0.000302153
       22072   -0.304706   -0.341983 0.000302144
       22073   -0.303405   -0.341981 0.000302135
       22074   -0.302124    -0.34198 0.000302127
       22075   -0.300874   -0.341978 0.000302119
       22076   -0.299668   -0.341976 0.000302111
       22077   -0.298508   -0.341974 0.000302104
       22078   -0.297414   -0.341972 0.000302097
       22079   -0.296391    -0.34197 0.000302091
       22080   -0.295455   -0.341968 0.000302084
       22081   -0.294619   -0.341965 0.000302078
       22082   -0.293883   -0.341963 0.000302072
       22083   -0.293255   -0.341961 0.000302067
       22084   -0.292751   -0.341959 0.000302061
       22085    -0.29237   -0.341957 0.000302056
       22086   -0.292122   -0.341954 0.000302051
       22087   -0.292011   -0.341952 0.000302045
       22088   -0.292035    -0.34195  0.00030204
       22089    -0.29219   -0.341948 0.000302035
       22090   -0.292478   -0.341945  0.00030203
       22091   -0.292897   -0.341943 0.000302024
       22092   -0.293438   -0.341941 0.000302018
       22093   -0.294097   -0.341939 0.000302012
       22094   -0.294861   -0.341937 0.000302006
       22095   -0.295726   -0.341935    0.000302
       22096   -0.296672   -0.341932 0.000301993
       22097   -0.297706    -0.34193 0.000301986
       22098   -0.298812   -0.341929 0.000301979
       22099   -0.299971   -0.341927 0.000301971
       22100   -0.301174   -0.341925 0.000301963
       22101   -0.302412   -0.341923 0.000301955
       22102   -0.303682   -0.341921 0.000301946
       22103   -0.304959    -0.34192 0.000301937
       22104   -0.306243   -0.341918 0.000301928
       22105   -0.307527   -0.341916 0.000301918
       22106    -0.30879   -0.341915 0.000301908
       22107   -0.310043   -0.341913 0.000301898
       22108   -0.311264   -0.341912 0.000301887
       22109   -0.312449   -0.341911 0.000301877
       22110   -0.313593   -0.341909 0.000301866
       22111   -0.314696   -0.341908 0.000301855
       22112    -0.31575   -0.341907 0.000301843
       22113   -0.316756   -0.341906 0.000301832
       22114    -0.31771   -0.341905  0.00030182
       22115   -0.318616   -0.341904 0.000301808
       22116   -0.319462   -0.341903 0.000301796
       22117   -0.320245   -0.341902 0.000301784
       22118   -0.320974   -0.341901 0.000301772
       22119   -0.321646     -0.3419  0.00030176
       22120   -0.322259   -0.341899 0.000301747
       22121   -0.322814   -0.341898 0.000301735
       22122   -0.323314   -0.341897 0.000301723
       22123   -0.323763   -0.341897  0.00030171
       22124   -0.324152   -0.341896 0.000301698
       22125   -0.324489   -0.341895 0.000301685
       22126   -0.324771   -0.341894 0.000301672
       22127   -0.324999   -0.341893  0.00030166
       22128   -0.325176   -0.341893 0.000301647
       22129   -0.325305   -0.341892 0.000301634
       22130   -0.325382   -0.341891 0.000301622
       22131   -0.325417    -0.34189 0.000301609
       22132   -0.325404    -0.34189 0.000301596
       22133   -0.325345   -0.341889 0.000301583
       22134   -0.325241   -0.341888 0.000301571
       22135   -0.325092   -0.341887 0.000301558
       22136   -0.324897   -0.341887 0.000301545
       22137   -0.324658   -0.341886 0.000301533
       22138   -0.324374   -0.341885  0.00030152
       22139   -0.324048   -0.341884 0.000301508
       22140   -0.323685   -0.341883 0.000301495
       22141   -0.323277   -0.341883 0.000301483
       22142   -0.322829   -0.341882  0.00030147
       22143    -0.32234   -0.341881 0.000301458
       22144   -0.321812    -0.34188 0.000301446
       22145   -0.321242   -0.341879 0.000301434
       22146   -0.320626   -0.341878 0.000301421
       22147   -0.319976   -0.341877 0.000301409
       22148   -0.319286   -0.341876 0.000301398
       22149   -0.318564   -0.341875 0.000301386
       22150   -0.317797   -0.341874 0.000301374
       22151   -0.316995   -0.341873 0.000301363
       22152   -0.316157   -0.341872 0.000301351
       22153   -0.315284    -0.34187  0.00030134
       22154   -0.314381   -0.341869 0.000301329
       22155   -0.313443   -0.341868 0.000301318
       22156   -0.312471   -0.341867 0.000301307
       22157   -0.311472   -0.341865 0.000301297
       22158   -0.310446   -0.341864 0.000301287
       22159   -0.309393   -0.341862 0.000301277
       22160   -0.308315   -0.341861 0.000301267
       22161   -0.307221   -0.341859 0.000301257
       22162    -0.30611   -0.341858 0.000301248
       22163   -0.304989   -0.341856 0.000301239
       22164   -0.303859   -0.341854  0.00030123
       22165   -0.302725   -0.341852 0.000301222
       22166   -0.301579   -0.341851 0.000301214
       22167    -0.30045   -0.341849 0.000301206
       22168   -0.299333   -0.341847 0.000301199
       22169   -0.298226   -0.341845 0.000301191
       22170   -0.297138   -0.341843 0.000301185
       22171   -0.296076   -0.341841 0.000301178
       22172   -0.295044   -0.341839 0.000301172
       22173   -0.294048   -0.341837 0.000301166
       22174   -0.293094   -0.341834  0.00030116
       22175    -0.29219   -0.341832 0.000301155
       22176   -0.291335    -0.34183  0.00030115
       22177    -0.29054   -0.341828 0.000301146
       22178   -0.289795   -0.341825 0.000301141
       22179   -0.289116   -0.341823 0.000301137
       22180   -0.288507    -0.34182 0.000301133
       22181   -0.287961   -0.341818 0.000301129
       22182   -0.287487   -0.341816 0.000301126
       22183   -0.287086   -0.341813 0.000301122
       22184   -0.286753   -0.341811 0.000301119
       22185   -0.286495   -0.341808 0.000301115
       22186   -0.286314   -0.341806 0.000301112
       22187   -0.286199   -0.341803 0.000301109
       22188   -0.286155   -0.341801 0.000301106
       22189   -0.286178   -0.341798 0.000301103
       22190   -0.286268   -0.341796   0.0003011
       22191   -0.286408   -0.341793 0.000301096
       22192   -0.286606   -0.341791 0.000301093
       22193   -0.286858   -0.341788  0.00030109
       22194   -0.287153   -0.341786 0.000301086
       22195   -0.287493   -0.341783 0.000301083
       22196    -0.28787   -0.341781 0.000301079
       22197    -0.28828   -0.341778 0.000301075
       22198    -0.28871   -0.341776 0.000301071
       22199   -0.289162   -0.341774 0.000301067
       22200   -0.289635   -0.341771 0.000301062
       22201   -0.290123   -0.341769 0.000301058
       22202   -0.290621   -0.341767 0.000301053
       22203   -0.291115   -0.341764 0.000301048
       22204   -0.291617   -0.341762 0.000301043
       22205   -0.292109    -0.34176 0.000301038
       22206   -0.292595   -0.341758 0.000301032
       22207   -0.293071   -0.341755 0.000301027
       22208   -0.293532   -0.341753 0.000301021
       22209   -0.293979   -0.341751 0.000301015
       22210   -0.294414   -0.341749 0.000301009
       22211   -0.294826   -0.341747 0.000301003
       22212   -0.295221   -0.341745 0.000300997
       22213   -0.295598   -0.341743  0.00030099
       22214   -0.295957   -0.341741 0.000300984
       22215    -0.29629   -0.341739 0.000300977
       22216   -0.296602   -0.341737 0.000300971
       22217   -0.296895   -0.341735 0.000300964
       22218   -0.297165   -0.341733 0.000300957
       22219   -0.297414   -0.341731  0.00030095
       22220   -0.297643   -0.341729 0.000300943
       22221   -0.297851   -0.341727 0.000300936
       22222   -0.298045   -0.341725 0.000300929
       22223    -0.29822   -0.341723 0.000300922
       22224   -0.298383   -0.341721 0.000300914
       22225   -0.298528   -0.341719 0.000300907
       22226   -0.298658   -0.341717   0.0003009
       22227   -0.298776   -0.341715 0.000300892
       22228   -0.298884   -0.341713 0.000300885
       22229   -0.298978   -0.341711 0.000300878
       22230   -0.299068   -0.341709  0.00030087
       22231   -0.299155   -0.341707 0.000300863
       22232   -0.299235   -0.341705 0.000300855
       22233   -0.299312   -0.341703 0.000300848
       22234   -0.299388   -0.341702  0.00030084
       22235   -0.299464     -0.3417 0.000300833
       22236    -0.29954   -0.341698 0.000300825
       22237   -0.299622   -0.341696 0.000300818
       22238   -0.299709   -0.341694  0.00030081
       22239   -0.299804   -0.341692 0.000300802
       22240   -0.299908    -0.34169 0.000300795
       22241   -0.300022   -0.341688 0.000300787
       22242   -0.300152   -0.341686 0.000300779
       22243   -0.300297   -0.341685 0.000300772
       22244   -0.300456   -0.341683 0.000300764
       22245   -0.300628   -0.341681 0.000300756
       22246   -0.300818   -0.341679 0.000300748
       22247   -0.301032   -0.341677  0.00030074
       22248   -0.301266   -0.341675 0.000300732
       22249   -0.301524   -0.341674 0.000300724
       22250   -0.301812   -0.341672 0.000300716
       22251   -0.302119    -0.34167 0.000300708
       22252   -0.302451   -0.341668 0.000300699
       22253   -0.302813   -0.341667 0.000300691
       22254   -0.303199   -0.341665 0.000300682
       22255   -0.303611   -0.341663 0.000300674
       22256    -0.30405   -0.341661 0.000300665
       22257   -0.304519    -0.34166 0.000300656
       22258    -0.30502   -0.341658 0.000300647
       22259   -0.305544   -0.341656 0.000300638
       22260   -0.306094   -0.341655 0.000300629
       22261   -0.306669   -0.341653 0.000300619
       22262   -0.307268   -0.341652  0.00030061
       22263   -0.307886    -0.34165   0.0003006
       22264   -0.308532   -0.341649  0.00030059
       22265   -0.309198   -0.341647  0.00030058
       22266   -0.309879   -0.341646  0.00030057
       22267   -0.310583   -0.341644  0.00030056
       22268   -0.311291   -0.341643 0.000300549
       22269   -0.312012   -0.341642 0.000300539
       22270   -0.312741    -0.34164 0.000300528
       22271   -0.313475   -0.341639 0.000300517
       22272   -0.314212   -0.341638 0.000300506
       22273   -0.314951   -0.341637 0.000300495
       22274   -0.315684   -0.341636 0.000300484
       22275   -0.316406   -0.341634 0.000300473
       22276   -0.317122   -0.341633 0.000300461
       22277   -0.317823   -0.341632  0.00030045
       22278   -0.318503   -0.341631 0.000300438
       22279   -0.319168    -0.34163 0.000300426
       22280   -0.319812   -0.341629 0.000300414
       22281   -0.320425   -0.341628 0.000300402
       22282   -0.321013   -0.341627  0.00030039
       22283    -0.32157   -0.341626 0.000300378
       22284   -0.322089   -0.341626 0.000300366
       22285   -0.322568   -0.341625 0.000300354
       22286   -0.323008   -0.341624 0.000300341
       22287   -0.323398   -0.341623 0.000300329
       22288   -0.323739   -0.341622 0.000300316
       22289   -0.324028   -0.341622 0.000300304
       22290   -0.324258   -0.341621 0.000300292
       22291   -0.324438    -0.34162 0.000300279
       22292   -0.324552   -0.341619 0.000300267
       22293   -0.324601   -0.341618 0.000300254
       22294   -0.324581   -0.341618 0.000300242
       22295   -0.324497   -0.341617 0.000300229
       22296    -0.32434   -0.341616 0.000300217
       22297   -0.324114   -0.341615 0.000300204
       22298   -0.323801   -0.341615 0.000300192
       22299    -0.32341   -0.341614 0.000300179
       22300   -0.322938   -0.341613 0.000300167
       22301   -0.322387   -0.341612 0.000300155
       22302   -0.321747   -0.341611 0.000300143
       22303   -0.321027    -0.34161 0.000300131
       22304   -0.320222   -0.341609 0.000300119
       22305   -0.319333   -0.341608 0.000300107
       22306   -0.318352   -0.341607 0.000300095
       22307    -0.31729   -0.341606 0.000300084
       22308   -0.316144   -0.341605 0.000300073
       22309   -0.314915   -0.341604 0.000300062
       22310   -0.313606   -0.341603 0.000300051
       22311   -0.312214   -0.341601  0.00030004
       22312   -0.310753     -0.3416  0.00030003
       22313   -0.309224   -0.341598  0.00030002
       22314   -0.307629   -0.341597  0.00030001
       22315   -0.305975   -0.341595 0.000300001
       22316   -0.304268   -0.341594 0.000299992
       22317   -0.302514   -0.341592 0.000299984
       22318   -0.300722    -0.34159 0.000299976
       22319   -0.298893   -0.341588 0.000299969
       22320   -0.297053   -0.341586 0.000299962
       22321   -0.295197   -0.341584 0.000299956
       22322    -0.29334   -0.341582  0.00029995
       22323   -0.291493    -0.34158 0.000299945
       22324   -0.289669   -0.341577 0.000299941
       22325   -0.287875   -0.341575 0.000299937
       22326   -0.286124   -0.341572 0.000299934
       22327   -0.284427    -0.34157 0.000299931
       22328   -0.282792   -0.341567 0.000299929
       22329   -0.281238   -0.341565 0.000299928
       22330   -0.279768   -0.341562 0.000299927
       22331   -0.278395   -0.341559 0.000299927
       22332   -0.277126   -0.341556 0.000299928
       22333   -0.275966   -0.341553 0.000299929
       22334   -0.274926    -0.34155  0.00029993
       22335   -0.274013   -0.341547 0.000299932
       22336   -0.273225   -0.341544 0.000299934
       22337   -0.272576   -0.341541 0.000299937
       22338   -0.272061   -0.341538 0.000299939
       22339   -0.271684   -0.341535 0.000299942
       22340   -0.271452   -0.341532 0.000299945
       22341   -0.271357   -0.341528 0.000299948
       22342   -0.271404   -0.341525 0.000299951
       22343    -0.27159   -0.341522 0.000299954
       22344   -0.271911   -0.341519 0.000299957
       22345   -0.272358   -0.341516 0.000299959
       22346    -0.27293   -0.341513 0.000299962
       22347   -0.273627    -0.34151 0.000299964
       22348   -0.274439   -0.341507 0.000299965
       22349   -0.275362   -0.341504 0.000299966
       22350   -0.276388   -0.341501 0.000299967
       22351   -0.277508   -0.341498 0.000299967
       22352   -0.278716   -0.341495 0.000299967
       22353   -0.280007   -0.341493 0.000299966
       22354   -0.281367    -0.34149 0.000299965
       22355   -0.282797   -0.341487 0.000299963
       22356   -0.284278   -0.341485 0.000299961
       22357   -0.285806   -0.341482 0.000299957
       22358   -0.287365    -0.34148 0.000299954
       22359   -0.288946   -0.341477  0.00029995
       22360   -0.290547   -0.341475 0.000299945
       22361   -0.292154   -0.341473  0.00029994
       22362   -0.293759   -0.341471 0.000299934
       22363   -0.295351   -0.341469 0.000299927
       22364   -0.296924   -0.341467 0.000299921
       22365   -0.298469   -0.341465 0.000299913
       22366    -0.29998   -0.341463 0.000299906
       22367   -0.301442   -0.341461 0.000299898
       22368   -0.302862   -0.341459 0.000299889
       22369   -0.304232   -0.341458  0.00029988
       22370   -0.305535   -0.341456 0.000299871
       22371   -0.306771   -0.341455 0.000299862
       22372   -0.307939   -0.341453 0.000299852
       22373   -0.309035   -0.341452 0.000299842
       22374   -0.310051    -0.34145 0.000299832
       22375   -0.310992   -0.341449 0.000299822
       22376   -0.311853   -0.341448 0.000299811
       22377   -0.312636   -0.341446 0.000299801
       22378   -0.313338   -0.341445  0.00029979
       22379   -0.313955   -0.341444 0.000299779
       22380   -0.314495   -0.341443 0.000299768
       22381   -0.314957   -0.341441 0.000299757
       22382   -0.315338    -0.34144 0.000299746
       22383    -0.31565   -0.341439 0.000299735
       22384   -0.315894   -0.341438 0.000299724
       22385   -0.316069   -0.341437 0.000299712
       22386   -0.316178   -0.341436 0.000299701
       22387    -0.31623   -0.341435  0.00029969
       22388   -0.316222   -0.341433 0.000299678
       22389   -0.316167   -0.341432 0.000299667
       22390   -0.316066   -0.341431 0.000299656
       22391   -0.315925    -0.34143 0.000299645
       22392   -0.315747   -0.341429 0.000299634
       22393   -0.315544   -0.341428 0.000299622
       22394   -0.315316   -0.341427 0.000299611
       22395   -0.315071   -0.341425   0.0002996
       22396   -0.314811   -0.341424 0.000299589
       22397   -0.314544   -0.341423 0.000299578
       22398   -0.314271   -0.341422 0.000299567
       22399   -0.313998   -0.341421 0.000299556
       22400   -0.313735   -0.341419 0.000299546
       22401   -0.313476   -0.341418 0.000299535
       22402   -0.313236   -0.341417 0.000299524
       22403   -0.313018   -0.341416 0.000299513
       22404   -0.312817   -0.341414 0.000299503
       22405   -0.312642   -0.341413 0.000299492
       22406   -0.312501   -0.341412 0.000299482
       22407    -0.31239    -0.34141 0.000299471
       22408   -0.312311   -0.341409  0.00029946
       22409   -0.312266   -0.341408  0.00029945
       22410    -0.31226   -0.341407 0.000299439
       22411   -0.312294   -0.341405 0.000299429
       22412   -0.312362   -0.341404 0.000299418
       22413    -0.31247   -0.341403 0.000299408
       22414   -0.312615   -0.341401 0.000299397
       22415     -0.3128     -0.3414 0.000299386
       22416   -0.313028   -0.341399 0.000299376
       22417   -0.313283   -0.341398 0.000299365
       22418   -0.313574   -0.341396 0.000299354
       22419   -0.313893   -0.341395 0.000299343
       22420   -0.314257   -0.341394 0.000299333
       22421    -0.31465   -0.341393 0.000299322
       22422   -0.315074   -0.341392 0.000299311
       22423   -0.315526    -0.34139 0.000299299
       22424   -0.316003   -0.341389 0.000299288
       22425   -0.316505   -0.341388 0.000299277
       22426   -0.317034   -0.341387 0.000299266
       22427   -0.317581   -0.341386 0.000299254
       22428   -0.318147   -0.341385 0.000299243
       22429   -0.318734   -0.341384 0.000299231
       22430   -0.319336   -0.341383 0.000299219
       22431   -0.319956   -0.341382 0.000299207
       22432   -0.320591   -0.341381 0.000299195
       22433    -0.32123    -0.34138 0.000299183
       22434   -0.321883   -0.341379 0.000299171
       22435   -0.322545   -0.341378 0.000299159
       22436   -0.323211   -0.341378 0.000299147
       22437   -0.323883   -0.341377 0.000299135
       22438   -0.324559   -0.341376 0.000299122
       22439   -0.325237   -0.341375  0.00029911
       22440   -0.325915   -0.341375 0.000299097
       22441   -0.326592   -0.341374 0.000299085
       22442   -0.327272   -0.341373 0.000299072
       22443   -0.327951   -0.341373 0.000299059
       22444   -0.328622   -0.341372 0.000299046
       22445   -0.329292   -0.341372 0.000299034
       22446   -0.329955   -0.341371 0.000299021
       22447    -0.33061   -0.341371 0.000299008
       22448    -0.33126    -0.34137 0.000298995
       22449   -0.331896    -0.34137 0.000298982
       22450    -0.33253   -0.341369 0.000298969
       22451   -0.333148   -0.341369 0.000298956
       22452   -0.333757   -0.341369 0.000298943
       22453   -0.334354   -0.341368 0.000298929
       22454   -0.334938   -0.341368 0.000298916
       22455   -0.335506   -0.341368 0.000298903
       22456   -0.336063   -0.341368  0.00029889
       22457   -0.336598   -0.341367 0.000298877
       22458   -0.337126   -0.341367 0.000298863
       22459   -0.337636   -0.341367  0.00029885
       22460   -0.338125   -0.341367 0.000298837
       22461   -0.338599   -0.341367 0.000298824
       22462    -0.33905   -0.341367  0.00029881
       22463   -0.339484   -0.341367 0.000298797
       22464   -0.339902   -0.341367 0.000298784
       22465   -0.340297   -0.341367  0.00029877
       22466   -0.340669   -0.341366 0.000298757
       22467   -0.341024   -0.341366 0.000298744
       22468   -0.341352   -0.341366  0.00029873
       22469   -0.341661   -0.341366 0.000298717
       22470   -0.341954   -0.341367 0.000298704
       22471   -0.342221   -0.341367 0.000298691
       22472   -0.342468   -0.341367 0.000298677
       22473   -0.342685   -0.341367 0.000298664
       22474   -0.342883   -0.341367 0.000298651
       22475   -0.343058   -0.341367 0.000298637
       22476   -0.343204   -0.341367 0.000298624
       22477   -0.343331   -0.341367 0.000298611
       22478   -0.343426   -0.341367 0.000298598
