#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
       23331     1.94997     1.97088 0.000192619
       23332     1.94776     1.97088 0.000192613
       23333     1.94554     1.97088 0.000192608
       23334     1.94331     1.97088 0.000192603
       23335     1.94109     1.97088 0.000192599
       23336     1.93888     1.97088 0.000192596
       23337      1.9367     1.97088 0.000192593
       23338     1.93456     1.97087 0.000192591
       23339     1.93246     1.97087  0.00019259
       23340     1.93042     1.97087 0.000192589
       23341     1.92844     1.97087  0.00019259
       23342     1.92654     1.97087 0.000192591
       23343     1.92472     1.97086 0.000192593
       23344       1.923     1.97086 0.000192595
       23345     1.92137     1.97086 0.000192599
       23346     1.91984     1.97086 0.000192603
       23347     1.91843     1.97086 0.000192608
       23348     1.91712     1.97085 0.000192613
       23349     1.91594     1.97085 0.000192619
       23350     1.91488     1.97085 0.000192626
       23351     1.91394     1.97085 0.000192633
       23352     1.91312     1.97084 0.000192641
       23353     1.91243     1.97084 0.000192649
       23354     1.91186     1.97084 0.000192657
       23355     1.91142     1.97084 0.000192666
       23356     1.91111     1.97083 0.000192674
       23357     1.91093     1.97083 0.000192683
       23358     1.91088     1.97083 0.000192692
       23359     1.91097     1.97083 0.000192701
       23360      1.9112     1.97082  0.00019271
       23361     1.91157     1.97082 0.000192718
       23362      1.9121     1.97082 0.000192726
       23363     1.91278     1.97082 0.000192734
       23364     1.91362     1.97081 0.000192741
       23365     1.91463     1.97081 0.000192748
       23366     1.91581     1.97081 0.000192754
       23367     1.91716     1.97081 0.000192759
       23368     1.91867      1.9708 0.000192764
       23369     1.92036      1.9708 0.000192768
       23370     1.92219      1.9708 0.000192771
       23371     1.92418      1.9708 0.000192773
       23372     1.92629      1.9708 0.000192774
       23373     1.92852     1.97079 0.000192774
       23374     1.93084     1.97079 0.000192774
       23375     1.93323     1.97079 0.000192772
       23376     1.93567     1.97079  0.00019277
       23377     1.93812     1.97079 0.000192767
       23378     1.94056     1.97079 0.000192763
       23379     1.94297     1.97079 0.000192758
       23380     1.94531     1.97078 0.000192753
       23381     1.94756     1.97078 0.000192747
       23382     1.94971     1.97078 0.000192741
       23383     1.95174     1.97078 0.000192735
       23384     1.95362     1.97078 0.000192728
       23385     1.95535     1.97078 0.000192721
       23386     1.95693     1.97078 0.000192713
       23387     1.95834     1.97078 0.000192706
       23388     1.95959     1.97078 0.000192698
       23389     1.96068     1.97078  0.00019269
       23390     1.96162     1.97078 0.000192683
       23391     1.96243     1.97078 0.000192675
       23392     1.96311     1.97078 0.000192667
       23393     1.96368     1.97078 0.000192659
       23394     1.96415     1.97078 0.000192651
       23395     1.96456     1.97078 0.000192643
       23396     1.96493     1.97078 0.000192635
       23397     1.96526     1.97078 0.000192626
       23398     1.96559     1.97078 0.000192618
       23399     1.96594     1.97078  0.00019261
       23400     1.96632     1.97078 0.000192602
       23401     1.96676     1.97078 0.000192594
       23402     1.96727     1.97078 0.000192586
       23403     1.96787     1.97078 0.000192578
       23404     1.96857     1.97078 0.000192569
       23405     1.96937     1.97078 0.000192561
       23406     1.97028     1.97078 0.000192553
       23407     1.97131     1.97078 0.000192545
       23408     1.97244     1.97078 0.000192537
       23409     1.97369     1.97078 0.000192528
       23410     1.97503     1.97078  0.00019252
       23411     1.97646     1.97078 0.000192512
       23412     1.97797     1.97078 0.000192504
       23413     1.97954     1.97078 0.000192496
       23414     1.98116     1.97078 0.000192489
       23415     1.98282     1.97078 0.000192481
       23416     1.98449     1.97078 0.000192474
       23417     1.98616     1.97078 0.000192467
       23418     1.98782     1.97078  0.00019246
       23419     1.98944     1.97078 0.000192453
       23420     1.99102     1.97078 0.000192447
       23421     1.99254     1.97078 0.000192441
       23422     1.99398     1.97078 0.000192435
       23423     1.99533     1.97078  0.00019243
       23424     1.99659     1.97079 0.000192425
       23425     1.99774     1.97079  0.00019242
       23426     1.99876     1.97079 0.000192416
       23427     1.99966     1.97079 0.000192411
       23428     2.00042     1.97079 0.000192407
       23429     2.00104     1.97079 0.000192403
       23430     2.00151     1.97079   0.0001924
       23431     2.00182     1.97079 0.000192396
       23432     2.00196      1.9708 0.000192392
       23433     2.00194      1.9708 0.000192389
       23434     2.00174      1.9708 0.000192385
       23435     2.00137      1.9708 0.000192381
       23436     2.00081      1.9708 0.000192377
       23437     2.00007      1.9708 0.000192373
       23438     1.99914      1.9708 0.000192369
       23439     1.99802      1.9708 0.000192364
       23440     1.99671     1.97081 0.000192359
       23441      1.9952     1.97081 0.000192354
       23442     1.99351     1.97081 0.000192348
       23443     1.99162     1.97081 0.000192342
       23444     1.98956     1.97081 0.000192335
       23445     1.98731     1.97081 0.000192328
       23446      1.9849     1.97081 0.000192321
       23447     1.98233     1.97081 0.000192313
       23448     1.97963     1.97081 0.000192306
       23449      1.9768     1.97081 0.000192298
       23450     1.97388     1.97081 0.000192289
       23451     1.97089     1.97081 0.000192281
       23452     1.96786     1.97081 0.000192273
       23453     1.96482     1.97081 0.000192265
       23454     1.96181     1.97081 0.000192257
       23455     1.95886     1.97081  0.00019225
       23456     1.95602     1.97081 0.000192243
       23457     1.95332     1.97081 0.000192236
       23458     1.95079     1.97081 0.000192229
       23459     1.94848     1.97081 0.000192224
       23460     1.94642     1.97081 0.000192218
       23461     1.94462      1.9708 0.000192213
       23462     1.94312      1.9708 0.000192209
       23463     1.94192      1.9708 0.000192204
       23464     1.94103      1.9708   0.0001922
       23465     1.94045      1.9708 0.000192197
       23466     1.94017      1.9708 0.000192193
       23467     1.94018      1.9708 0.000192189
       23468     1.94044      1.9708 0.000192185
       23469     1.94095     1.97079 0.000192181
       23470     1.94167     1.97079 0.000192177
       23471     1.94256     1.97079 0.000192173
       23472      1.9436     1.97079 0.000192168
       23473     1.94475     1.97079 0.000192163
       23474     1.94599     1.97079 0.000192158
       23475     1.94728     1.97079 0.000192152
       23476     1.94859     1.97079 0.000192146
       23477     1.94991     1.97079  0.00019214
       23478     1.95122     1.97079 0.000192134
       23479     1.95249     1.97078 0.000192127
       23480     1.95371     1.97078  0.00019212
       23481     1.95488     1.97078 0.000192113
       23482     1.95599     1.97078 0.000192106
       23483     1.95702     1.97078 0.000192099
       23484     1.95799     1.97078 0.000192092
       23485     1.95888     1.97078 0.000192084
       23486      1.9597     1.97078 0.000192076
       23487     1.96045     1.97078 0.000192069
       23488     1.96113     1.97078 0.000192061
       23489     1.96175     1.97078 0.000192053
       23490      1.9623     1.97078 0.000192045
       23491      1.9628     1.97078 0.000192038
       23492     1.96325     1.97078  0.00019203
       23493     1.96366     1.97078 0.000192022
       23494     1.96402     1.97078 0.000192014
       23495     1.96435     1.97078 0.000192006
       23496     1.96466     1.97078 0.000191998
       23497     1.96494     1.97078  0.00019199
       23498     1.96521     1.97078 0.000191982
       23499     1.96547     1.97078 0.000191974
       23500     1.96573     1.97078 0.000191966
       23501       1.966     1.97078 0.000191958
       23502     1.96627     1.97078 0.000191949
       23503     1.96656     1.97078 0.000191941
       23504     1.96687     1.97078 0.000191933
       23505     1.96721     1.97078 0.000191925
       23506     1.96758     1.97078 0.000191917
       23507     1.96798     1.97077 0.000191909
       23508     1.96842     1.97077 0.000191901
       23509      1.9689     1.97077 0.000191893
       23510     1.96942     1.97077 0.000191885
       23511     1.96997     1.97077 0.000191876
       23512     1.97057     1.97077 0.000191868
       23513     1.97121     1.97077  0.00019186
       23514     1.97189     1.97077 0.000191852
       23515      1.9726     1.97077 0.000191844
       23516     1.97335     1.97077 0.000191836
       23517     1.97412     1.97078 0.000191828
       23518     1.97492     1.97078 0.000191819
       23519     1.97574     1.97078 0.000191811
       23520     1.97657     1.97078 0.000191803
       23521     1.97741     1.97078 0.000191795
       23522     1.97826     1.97078 0.000191788
       23523      1.9791     1.97078  0.00019178
       23524     1.97994     1.97078 0.000191772
       23525     1.98077     1.97078 0.000191764
       23526     1.98158     1.97078 0.000191757
       23527     1.98237     1.97078 0.000191749
       23528     1.98314     1.97078 0.000191742
       23529     1.98387     1.97078 0.000191734
       23530     1.98458     1.97078 0.000191727
       23531     1.98524     1.97078  0.00019172
       23532     1.98586     1.97078 0.000191713
       23533     1.98644     1.97078 0.000191706
       23534     1.98698     1.97078 0.000191699
       23535     1.98746     1.97078 0.000191692
       23536     1.98789     1.97078 0.000191685
       23537     1.98826     1.97078 0.000191679
       23538     1.98858     1.97079 0.000191672
       23539     1.98885     1.97079 0.000191665
       23540     1.98905     1.97079 0.000191659
       23541     1.98919     1.97079 0.000191652
       23542     1.98927     1.97079 0.000191646
       23543     1.98929     1.97079 0.000191639
       23544     1.98925     1.97079 0.000191633
       23545     1.98914     1.97079 0.000191626
       23546     1.98898     1.97079  0.00019162
       23547     1.98874     1.97079 0.000191613
       23548     1.98845     1.97079 0.000191606
       23549     1.98809     1.97079   0.0001916
       23550     1.98768     1.97079 0.000191593
       23551      1.9872      1.9708 0.000191586
       23552     1.98667      1.9708 0.000191579
       23553     1.98608      1.9708 0.000191572
       23554     1.98543      1.9708 0.000191565
       23555     1.98474      1.9708 0.000191558
       23556       1.984      1.9708  0.00019155
       23557     1.98322      1.9708 0.000191543
       23558      1.9824      1.9708 0.000191535
       23559     1.98155      1.9708 0.000191528
       23560     1.98067      1.9708  0.00019152
       23561     1.97977      1.9708 0.000191512
       23562     1.97886      1.9708 0.000191505
       23563     1.97793      1.9708 0.000191497
       23564     1.97701      1.9708 0.000191489
       23565      1.9761      1.9708 0.000191481
       23566      1.9752      1.9708 0.000191473
       23567     1.97433      1.9708 0.000191465
       23568      1.9735      1.9708 0.000191457
       23569     1.97271      1.9708 0.000191448
       23570     1.97196      1.9708  0.00019144
       23571     1.97128      1.9708 0.000191432
       23572     1.97067      1.9708 0.000191424
       23573     1.97013      1.9708 0.000191416
       23574     1.96968      1.9708 0.000191408
       23575     1.96931      1.9708   0.0001914
       23576     1.96903      1.9708 0.000191392
       23577     1.96884      1.9708 0.000191384
       23578     1.96875      1.9708 0.000191375
       23579     1.96876      1.9708 0.000191367
       23580     1.96887      1.9708 0.000191359
       23581     1.96907      1.9708 0.000191351
       23582     1.96936      1.9708 0.000191343
       23583     1.96974      1.9708 0.000191335
       23584     1.97021      1.9708 0.000191327
       23585     1.97075      1.9708 0.000191319
       23586     1.97137      1.9708 0.000191311
       23587     1.97205      1.9708 0.000191302
       23588     1.97278      1.9708 0.000191294
       23589     1.97356      1.9708 0.000191286
       23590     1.97439      1.9708 0.000191278
       23591     1.97524      1.9708  0.00019127
       23592     1.97612      1.9708 0.000191262
       23593     1.97701      1.9708 0.000191254
       23594     1.97792      1.9708 0.000191246
       23595     1.97882      1.9708 0.000191239
       23596     1.97972      1.9708 0.000191231
       23597     1.98061      1.9708 0.000191223
       23598     1.98149      1.9708 0.000191216
       23599     1.98234     1.97081 0.000191208
       23600     1.98317     1.97081 0.000191201
       23601     1.98397     1.97081 0.000191194
       23602     1.98473     1.97081 0.000191186
       23603     1.98546     1.97081 0.000191179
       23604     1.98616     1.97081 0.000191172
       23605     1.98681     1.97081 0.000191165
       23606     1.98742     1.97081 0.000191159
       23607       1.988     1.97081 0.000191152
       23608     1.98853     1.97081 0.000191145
       23609     1.98901     1.97081 0.000191139
       23610     1.98946     1.97081 0.000191132
       23611     1.98986     1.97081 0.000191126
       23612     1.99022     1.97081  0.00019112
       23613     1.99053     1.97082 0.000191113
       23614     1.99081     1.97082 0.000191107
       23615     1.99104     1.97082 0.000191101
       23616     1.99124     1.97082 0.000191095
       23617     1.99139     1.97082 0.000191089
       23618     1.99151     1.97082 0.000191083
       23619     1.99159     1.97082 0.000191076
       23620     1.99163     1.97082  0.00019107
       23621     1.99163     1.97082 0.000191064
       23622      1.9916     1.97082 0.000191058
       23623     1.99153     1.97082 0.000191052
       23624     1.99143     1.97082 0.000191046
       23625      1.9913     1.97083  0.00019104
       23626     1.99113     1.97083 0.000191034
       23627     1.99093     1.97083 0.000191028
       23628      1.9907     1.97083 0.000191021
       23629     1.99044     1.97083 0.000191015
       23630     1.99015     1.97083 0.000191009
       23631     1.98983     1.97083 0.000191002
       23632     1.98948     1.97083 0.000190996
       23633      1.9891     1.97083 0.000190989
       23634      1.9887     1.97083 0.000190983
       23635     1.98826     1.97083 0.000190976
       23636      1.9878     1.97083 0.000190969
       23637     1.98731     1.97084 0.000190963
       23638     1.98679     1.97084 0.000190956
       23639     1.98624     1.97084 0.000190949
       23640     1.98567     1.97084 0.000190942
       23641     1.98508     1.97084 0.000190935
       23642     1.98445     1.97084 0.000190927
       23643      1.9838     1.97084  0.00019092
       23644     1.98313     1.97084 0.000190913
       23645     1.98243     1.97084 0.000190905
       23646     1.98171     1.97084 0.000190898
       23647     1.98096     1.97084  0.00019089
       23648     1.98019     1.97084 0.000190883
       23649      1.9794     1.97084 0.000190875
       23650     1.97859     1.97084 0.000190867
       23651     1.97775     1.97084 0.000190859
       23652      1.9769     1.97084 0.000190851
       23653     1.97602     1.97084 0.000190843
       23654     1.97513     1.97084 0.000190835
       23655     1.97422     1.97084 0.000190827
       23656      1.9733     1.97084 0.000190819
       23657     1.97236     1.97084 0.000190811
       23658     1.97141     1.97084 0.000190803
       23659     1.97045     1.97084 0.000190795
       23660     1.96948     1.97084 0.000190787
       23661     1.96851     1.97084 0.000190779
       23662     1.96753     1.97084 0.000190771
       23663     1.96656     1.97084 0.000190763
       23664     1.96559     1.97084 0.000190755
       23665     1.96462     1.97084 0.000190747
       23666     1.96367     1.97084 0.000190739
       23667     1.96273     1.97084 0.000190732
       23668     1.96181     1.97084 0.000190724
       23669     1.96091     1.97084 0.000190716
       23670     1.96003     1.97084 0.000190709
       23671     1.95919     1.97084 0.000190701
       23672     1.95838     1.97084 0.000190694
       23673     1.95762     1.97084 0.000190687
       23674      1.9569     1.97084  0.00019068
       23675     1.95623     1.97084 0.000190673
       23676     1.95561     1.97084 0.000190666
       23677     1.95505     1.97084 0.000190659
       23678     1.95455     1.97084 0.000190652
       23679     1.95412     1.97083 0.000190645
       23680     1.95375     1.97083 0.000190639
       23681     1.95346     1.97083 0.000190632
       23682     1.95324     1.97083 0.000190625
       23683     1.95309     1.97083 0.000190619
       23684     1.95302     1.97083 0.000190612
       23685     1.95303     1.97083 0.000190606
       23686     1.95311     1.97083 0.000190599
       23687     1.95327     1.97083 0.000190592
       23688      1.9535     1.97083 0.000190586
       23689      1.9538     1.97083 0.000190579
       23690     1.95417     1.97083 0.000190572
       23691      1.9546     1.97083 0.000190566
       23692     1.95509     1.97083 0.000190559
       23693     1.95563     1.97082 0.000190552
       23694     1.95623     1.97082 0.000190545
       23695     1.95687     1.97082 0.000190538
       23696     1.95755     1.97082  0.00019053
       23697     1.95826     1.97082 0.000190523
       23698     1.95901     1.97082 0.000190516
       23699     1.95978     1.97082 0.000190508
       23700     1.96056     1.97082 0.000190501
       23701     1.96136     1.97082 0.000190493
       23702     1.96217     1.97082 0.000190485
       23703     1.96298     1.97082 0.000190478
       23704     1.96379     1.97082  0.00019047
       23705     1.96459     1.97082 0.000190462
       23706     1.96539     1.97082 0.000190454
       23707     1.96618     1.97082 0.000190446
       23708     1.96695     1.97082 0.000190438
       23709     1.96771     1.97082  0.00019043
       23710     1.96845     1.97082 0.000190422
       23711     1.96917     1.97082 0.000190414
       23712     1.96987     1.97082 0.000190406
       23713     1.97055     1.97082 0.000190398
       23714     1.97121     1.97082  0.00019039
       23715     1.97184     1.97082 0.000190382
       23716     1.97245     1.97082 0.000190374
       23717     1.97305     1.97082 0.000190366
       23718     1.97362     1.97082 0.000190358
       23719     1.97417     1.97082  0.00019035
       23720      1.9747     1.97082 0.000190342
       23721     1.97521     1.97082 0.000190334
       23722     1.97571     1.97082 0.000190326
       23723     1.97619     1.97082 0.000190318
       23724     1.97665     1.97082  0.00019031
       23725      1.9771     1.97082 0.000190303
       23726     1.97754     1.97082 0.000190295
       23727     1.97797     1.97082 0.000190287
       23728     1.97839     1.97082 0.000190279
       23729      1.9788     1.97082 0.000190272
       23730      1.9792     1.97082 0.000190264
       23731     1.97959     1.97082 0.000190256
       23732     1.97998     1.97082 0.000190249
       23733     1.98037     1.97082 0.000190241
       23734     1.98075     1.97082 0.000190233
       23735     1.98112     1.97082 0.000190226
       23736      1.9815     1.97082 0.000190218
       23737     1.98187     1.97082 0.000190211
       23738     1.98224     1.97083 0.000190204
       23739     1.98261     1.97083 0.000190196
       23740     1.98298     1.97083 0.000190189
       23741     1.98334     1.97083 0.000190182
       23742      1.9837     1.97083 0.000190174
       23743     1.98407     1.97083 0.000190167
       23744     1.98443     1.97083  0.00019016
       23745     1.98478     1.97083 0.000190153
       23746     1.98514     1.97083 0.000190146
       23747     1.98548     1.97083 0.000190139
       23748     1.98583     1.97083 0.000190132
       23749     1.98617     1.97083 0.000190125
       23750      1.9865     1.97083 0.000190118
       23751     1.98683     1.97083 0.000190111
       23752     1.98715     1.97083 0.000190105
       23753     1.98746     1.97083 0.000190098
       23754     1.98775     1.97083 0.000190091
       23755     1.98804     1.97084 0.000190085
       23756     1.98831     1.97084 0.000190078
       23757     1.98857     1.97084 0.000190071
       23758     1.98881     1.97084 0.000190065
       23759     1.98903     1.97084 0.000190059
       23760     1.98924     1.97084 0.000190052
       23761     1.98942     1.97084 0.000190046
       23762     1.98958     1.97084 0.000190039
       23763     1.98972     1.97084 0.000190033
       23764     1.98982     1.97084 0.000190027
       23765     1.98991     1.97084  0.00019002
       23766     1.98996     1.97084 0.000190014
       23767     1.98997     1.97084 0.000190008
       23768     1.98996     1.97085 0.000190002
       23769      1.9899     1.97085 0.000189995
       23770     1.98981     1.97085 0.000189989
       23771     1.98967     1.97085 0.000189983
       23772      1.9895     1.97085 0.000189976
       23773     1.98927     1.97085  0.00018997
       23774       1.989     1.97085 0.000189963
       23775     1.98868     1.97085 0.000189957
       23776      1.9883     1.97085  0.00018995
       23777     1.98787     1.97085 0.000189944
       23778     1.98738     1.97085 0.000189937
       23779     1.98683     1.97085  0.00018993
       23780     1.98621     1.97085 0.000189923
       23781     1.98553     1.97086 0.000189916
       23782     1.98478     1.97086 0.000189909
       23783     1.98396     1.97086 0.000189902
       23784     1.98307     1.97086 0.000189895
       23785      1.9821     1.97086 0.000189887
       23786     1.98105     1.97086  0.00018988
       23787     1.97993     1.97086 0.000189872
       23788     1.97872     1.97086 0.000189864
       23789     1.97743     1.97086 0.000189857
       23790     1.97606     1.97086 0.000189849
       23791     1.97461     1.97086 0.000189841
       23792     1.97308     1.97086 0.000189833
       23793     1.97146     1.97086 0.000189825
       23794     1.96976     1.97086 0.000189817
       23795     1.96798     1.97086 0.000189809
       23796     1.96613     1.97086 0.000189801
       23797      1.9642     1.97086 0.000189793
       23798     1.96221     1.97086 0.000189786
       23799     1.96016     1.97086 0.000189778
       23800     1.95805     1.97086 0.000189771
       23801     1.95589     1.97086 0.000189764
       23802     1.95369     1.97086 0.000189758
       23803     1.95147     1.97086 0.000189751
       23804     1.94923     1.97085 0.000189746
       23805       1.947     1.97085  0.00018974
       23806     1.94477     1.97085 0.000189735
       23807     1.94257     1.97085 0.000189731
       23808     1.94041     1.97085 0.000189728
       23809     1.93832     1.97085 0.000189724
       23810     1.93631     1.97085 0.000189722
       23811      1.9344     1.97085  0.00018972
       23812     1.93261     1.97084 0.000189719
       23813     1.93095     1.97084 0.000189719
       23814     1.92945     1.97084 0.000189719
       23815     1.92811     1.97084 0.000189719
       23816     1.92697     1.97084  0.00018972
       23817     1.92602     1.97083 0.000189721
       23818     1.92528     1.97083 0.000189723
       23819     1.92477     1.97083 0.000189725
       23820     1.92447     1.97083 0.000189727
       23821     1.92441     1.97083 0.000189729
       23822     1.92457     1.97083 0.000189731
       23823     1.92495     1.97082 0.000189733
       23824     1.92554     1.97082 0.000189734
       23825     1.92634     1.97082 0.000189736
       23826     1.92734     1.97082 0.000189736
       23827     1.92851     1.97082 0.000189737
       23828     1.92983     1.97081 0.000189737
       23829     1.93131     1.97081 0.000189736
       23830      1.9329     1.97081 0.000189735
       23831     1.93459     1.97081 0.000189733
       23832     1.93637     1.97081  0.00018973
       23833      1.9382     1.97081 0.000189727
       23834     1.94008     1.97081 0.000189724
       23835     1.94198      1.9708  0.00018972
       23836     1.94388      1.9708 0.000189715
       23837     1.94578      1.9708  0.00018971
       23838     1.94764      1.9708 0.000189704
       23839     1.94947      1.9708 0.000189699
       23840     1.95125      1.9708 0.000189692
       23841     1.95297      1.9708 0.000189686
       23842     1.95462      1.9708 0.000189679
       23843     1.95619      1.9708 0.000189672
       23844     1.95769      1.9708 0.000189665
       23845     1.95909      1.9708 0.000189658
       23846     1.96041      1.9708  0.00018965
       23847     1.96164      1.9708 0.000189643
       23848     1.96277     1.97079 0.000189635
       23849     1.96382     1.97079 0.000189627
       23850     1.96477     1.97079  0.00018962
       23851     1.96563     1.97079 0.000189612
       23852      1.9664     1.97079 0.000189604
       23853     1.96709     1.97079 0.000189596
       23854     1.96769     1.97079 0.000189588
       23855     1.96821     1.97079  0.00018958
       23856     1.96865     1.97079 0.000189572
       23857     1.96901     1.97079 0.000189564
       23858      1.9693     1.97079 0.000189556
       23859     1.96952     1.97079 0.000189548
       23860     1.96968     1.97079  0.00018954
       23861     1.96977     1.97079 0.000189533
       23862     1.96981     1.97079 0.000189525
       23863     1.96978     1.97079 0.000189517
       23864     1.96971     1.97079 0.000189509
       23865     1.96958     1.97079 0.000189501
       23866     1.96941     1.97079 0.000189493
       23867     1.96919     1.97079 0.000189485
       23868     1.96893     1.97079 0.000189477
       23869     1.96863     1.97079 0.000189469
       23870      1.9683     1.97079 0.000189461
       23871     1.96793     1.97079 0.000189453
       23872     1.96753     1.97079 0.000189445
       23873      1.9671     1.97079 0.000189438
       23874     1.96665     1.97079  0.00018943
       23875     1.96617     1.97079 0.000189422
       23876     1.96567     1.97079 0.000189414
       23877     1.96514     1.97079 0.000189406
       23878      1.9646     1.97079 0.000189398
       23879     1.96404     1.97079 0.000189391
       23880     1.96347     1.97079 0.000189383
       23881     1.96288     1.97079 0.000189375
       23882     1.96228     1.97079 0.000189368
       23883     1.96168     1.97079  0.00018936
       23884     1.96106     1.97079 0.000189353
       23885     1.96044     1.97079 0.000189345
       23886     1.95981     1.97079 0.000189338
       23887     1.95918     1.97079 0.000189331
       23888     1.95855     1.97079 0.000189323
       23889     1.95793     1.97079 0.000189316
       23890      1.9573     1.97079 0.000189309
       23891     1.95668     1.97079 0.000189302
       23892     1.95607     1.97078 0.000189295
       23893     1.95547     1.97078 0.000189288
       23894     1.95489     1.97078 0.000189282
       23895     1.95432     1.97078 0.000189275
       23896     1.95376     1.97078 0.000189268
       23897     1.95323     1.97078 0.000189262
       23898     1.95271     1.97078 0.000189256
       23899     1.95223     1.97078 0.000189249
       23900     1.95177     1.97078 0.000189243
       23901     1.95133     1.97078 0.000189237
       23902     1.95093     1.97078 0.000189231
       23903     1.95057     1.97078 0.000189225
       23904     1.95023     1.97078 0.000189219
       23905     1.94994     1.97077 0.000189213
       23906     1.94968     1.97077 0.000189207
       23907     1.94946     1.97077 0.000189201
       23908     1.94929     1.97077 0.000189195
       23909     1.94915     1.97077  0.00018919
       23910     1.94905     1.97077 0.000189184
       23911       1.949     1.97077 0.000189178
       23912     1.94898     1.97077 0.000189172
       23913     1.94901     1.97077 0.000189167
       23914     1.94907     1.97077 0.000189161
       23915     1.94918     1.97077 0.000189155
       23916     1.94931     1.97076 0.000189149
       23917     1.94948     1.97076 0.000189144
       23918     1.94968     1.97076 0.000189138
       23919     1.94991     1.97076 0.000189132
       23920     1.95017     1.97076 0.000189126
       23921     1.95045     1.97076  0.00018912
       23922     1.95075     1.97076 0.000189114
       23923     1.95106     1.97076 0.000189108
       23924     1.95139     1.97076 0.000189102
       23925     1.95173     1.97076 0.000189095
       23926     1.95208     1.97076 0.000189089
       23927     1.95243     1.97076 0.000189083
       23928     1.95278     1.97075 0.000189076
       23929     1.95313     1.97075  0.00018907
       23930     1.95348     1.97075 0.000189063
       23931     1.95382     1.97075 0.000189057
       23932     1.95415     1.97075  0.00018905
       23933     1.95447     1.97075 0.000189043
       23934     1.95478     1.97075 0.000189037
       23935     1.95508     1.97075  0.00018903
       23936     1.95536     1.97075 0.000189023
       23937     1.95563     1.97075 0.000189016
       23938     1.95588     1.97075 0.000189009
       23939     1.95613     1.97075 0.000189003
       23940     1.95636     1.97075 0.000188996
       23941     1.95657     1.97075 0.000188989
       23942     1.95678     1.97075 0.000188982
       23943     1.95697     1.97075 0.000188975
       23944     1.95716     1.97074 0.000188968
       23945     1.95734     1.97074 0.000188961
       23946     1.95752     1.97074 0.000188953
       23947      1.9577     1.97074 0.000188946
       23948     1.95787     1.97074 0.000188939
       23949     1.95805     1.97074 0.000188932
       23950     1.95823     1.97074 0.000188925
       23951     1.95842     1.97074 0.000188918
       23952     1.95862     1.97074  0.00018891
       23953     1.95882     1.97074 0.000188903
       23954     1.95904     1.97074 0.000188896
       23955     1.95928     1.97074 0.000188889
       23956     1.95952     1.97074 0.000188881
       23957     1.95979     1.97074 0.000188874
       23958     1.96007     1.97074 0.000188867
       23959     1.96036     1.97074 0.000188859
       23960     1.96068     1.97074 0.000188852
       23961     1.96101     1.97074 0.000188844
       23962     1.96136     1.97074 0.000188837
       23963     1.96172     1.97074 0.000188829
       23964      1.9621     1.97074 0.000188822
       23965     1.96249     1.97073 0.000188814
       23966      1.9629     1.97073 0.000188807
       23967     1.96332     1.97073 0.000188799
       23968     1.96375     1.97073 0.000188792
       23969     1.96418     1.97073 0.000188784
       23970     1.96463     1.97073 0.000188776
       23971     1.96508     1.97073 0.000188768
       23972     1.96553     1.97073 0.000188761
       23973     1.96598     1.97073 0.000188753
       23974     1.96643     1.97073 0.000188745
       23975     1.96688     1.97073 0.000188737
       23976     1.96733     1.97073 0.000188729
       23977     1.96777     1.97073 0.000188722
       23978      1.9682     1.97073 0.000188714
       23979     1.96863     1.97073 0.000188706
       23980     1.96904     1.97073 0.000188698
       23981     1.96944     1.97073  0.00018869
       23982     1.96983     1.97073 0.000188682
       23983     1.97021     1.97073 0.000188675
       23984     1.97057     1.97073 0.000188667
       23985     1.97092     1.97073 0.000188659
       23986     1.97126     1.97073 0.000188651
       23987     1.97157     1.97073 0.000188643
       23988     1.97187     1.97073 0.000188635
       23989     1.97216     1.97073 0.000188627
       23990     1.97242     1.97073 0.000188619
       23991     1.97267     1.97073 0.000188612
       23992      1.9729     1.97073 0.000188604
       23993     1.97312     1.97073 0.000188596
       23994     1.97332     1.97073 0.000188588
       23995      1.9735     1.97073  0.00018858
       23996     1.97367     1.97073 0.000188572
       23997     1.97382     1.97073 0.000188565
       23998     1.97395     1.97073 0.000188557
       23999     1.97407     1.97073 0.000188549
       24000     1.97417     1.97073 0.000188541
       24001     1.97426     1.97073 0.000188533
       24002     1.97434     1.97073 0.000188526
       24003      1.9744     1.97073 0.000188518
       24004     1.97445     1.97073  0.00018851
       24005     1.97449     1.97073 0.000188502
       24006     1.97451     1.97073 0.000188495
       24007     1.97452     1.97073 0.000188487
       24008     1.97452     1.97073 0.000188479
       24009     1.97451     1.97073 0.000188471
       24010     1.97449     1.97073 0.000188463
       24011     1.97446     1.97073 0.000188456
       24012     1.97442     1.97073 0.000188448
       24013     1.97437     1.97074  0.00018844
       24014     1.97431     1.97074 0.000188432
       24015     1.97424     1.97074 0.000188424
       24016     1.97416     1.97074 0.000188417
       24017     1.97407     1.97074 0.000188409
       24018     1.97398     1.97074 0.000188401
       24019     1.97388     1.97074 0.000188393
       24020     1.97377     1.97074 0.000188385
       24021     1.97365     1.97074 0.000188378
       24022     1.97353     1.97074  0.00018837
       24023     1.97339     1.97074 0.000188362
       24024     1.97325     1.97074 0.000188354
       24025     1.97311     1.97074 0.000188346
       24026     1.97295     1.97074 0.000188339
       24027     1.97279     1.97074 0.000188331
       24028     1.97263     1.97074 0.000188323
